blind_id,triplet_id,symbol,trade_date,year,label,participation,direction,turn,retention,quieting,spike_distribution,volume_alignment,rejection,context,ir20,ir40,ir60,persistent_excess_score,mfe60,mae60,future_dd60
CASE_000481,41,002029.SZ,2018-07-24,2018,NEUTRAL,HIGH,-1,-1,-2.0,0.0,1,1.0,0.0,-1,-0.03840222479076774,0.034064524663168866,-0.0061365889484196745,0.5102356122054847,0.0038659793814435073,-0.28092783505154606,-0.2680412371134018
CASE_000084,42,000035.SZ,2018-07-24,2018,WINNER,HIGH,-2,-2,,,-2,,,-2,-0.007246206095264704,0.15187871959683202,0.2073647749178691,0.9343375820780224,0.10537634408602092,-0.15053763440860224,-0.14743589743589736
CASE_000096,239,300579.SZ,2021-06-03,2021,WINNER,HIGH,-1,0,-1.0,0.0,0,1.0,0.0,-1,0.13257281920882086,0.18793655215245866,0.16157674936308755,0.8859967051070841,0.42602075344010837,-0.04168170539138294,-0.15679161628375649
CASE_000190,60,600053.SH,2018-07-24,2018,LOSER,HIGH,-1,-1,-2.0,1.0,1,1.0,0.0,-2,-0.08605182672857187,-0.09991620623338027,-0.09841450972865495,0.1633835457705678,0.11929824561403501,-0.3695906432748537,-0.38529088913282095
CASE_000480,144,000793.SZ,2020-02-28,2020,WINNER,MID,0,1,0.0,-2.0,-1,1.0,0.0,-1,0.13672949625241784,0.10569825096623589,0.058981442600802875,0.8344086021505376,0.24342105263157898,-0.06249999999999967,-0.17191977077363874
CASE_000005,197,002551.SZ,2021-02-01,2021,NEUTRAL,LOW,-2,-2,-2.0,1.0,1,1.0,0.0,-2,-0.0001783290154500957,-0.004892014231027236,0.07024579402392675,0.5367965367965368,0.182149362477231,-0.10018214936247727,-0.0856102003642989
CASE_000073,51,002099.SZ,2018-12-03,2018,WINNER,HIGH,-1,0,-1.0,0.0,0,1.0,0.0,-1,0.05340095029417258,0.0907466708514564,0.16766886265381245,0.8528761061946902,0.2907949790794977,-0.10460251046025104,-0.1030927835051545
CASE_000363,215,300030.SZ,2021-09-24,2021,LOSER,MID,-1,-1,-1.0,1.0,1,0.0,0.0,-1,-0.1700448067790181,-0.17500851556786745,-0.15836720427669515,0.09042386185243328,0.12718446601941702,-0.26990291262135924,-0.25631067961165066
CASE_000286,135,002946.SZ,2020-04-03,2020,WINNER,LOW,-2,1,1.0,-1.0,-1,1.0,0.0,-1,0.10345544419741406,0.3540625701798153,0.31225426840594106,0.9236417033773862,0.7069689336691845,-0.12678421494542436,-0.17938931297709937
CASE_000354,130,300323.SZ,2020-03-23,2020,LOSER,LOW,1,-1,-1.0,0.0,0,1.0,0.0,0,-0.11574319954643648,-0.12397365277242588,-0.23745805924695673,0.10714285714285714,0.13302034428795007,-0.20187793427229994,-0.25889046941678473
CASE_000695,93,300638.SZ,2019-10-28,2019,WINNER,MID,1,-1,-1.0,0.0,1,1.0,0.0,1,0.05622237816907176,0.0832572986909252,0.13484458192341484,0.8399856166846458,0.19186806009144464,-0.08213585891574116,-0.10863636363636375
CASE_000280,93,002796.SZ,2019-10-28,2019,NEUTRAL,MID,0,-1,-1.0,0.0,1,1.0,0.0,1,-0.04453289203594733,-0.013869228632411426,0.02683518622965253,0.5282272563825962,0.07184672698243744,-0.1572645023948911,-0.15593400745077202
CASE_000159,95,000066.SZ,2019-07-25,2019,WINNER,MID,1,0,1.0,0.0,0,0.0,0.0,2,-0.014822913561866585,0.21187690638055726,0.4282481040403976,0.9468317552804079,0.5683890577507593,-0.16919959473151003,-0.15704154002026371
CASE_000562,64,300034.SZ,2019-05-13,2019,WINNER,LOW,1,0,1.0,0.0,1,1.0,0.0,1,0.0878247484676479,0.17457658378363292,0.2636815704608535,0.9558879938626774,0.3480724562110402,-0.016129032258064724,-0.09661139149242981
CASE_000522,79,600237.SH,2019-07-22,2019,LOSER,LOW,1,0,0.0,1.0,-1,1.0,0.0,1,-0.23624643624700198,-0.3423438578254481,-0.395969243575388,0.0018214936247723133,0.09226932668329169,-0.08478802992518741,-0.14874141876430202
CASE_000761,32,300290.SZ,2018-01-26,2018,LOSER,MID,-2,-1,-1.0,,-1,,0.0,-2,-0.12018966777398604,-0.2288978078041231,-0.2344201078025723,0.03766025641025641,-0.0036855036855037993,-0.19533169533169537,-0.17199017199017208
CASE_000147,126,002805.SZ,2020-12-30,2020,WINNER,LOW,0,-2,-2.0,-2.0,-2,1.0,-1.0,0,0.2846990486573909,0.3245209334079806,0.6623358346675285,0.9708151626970816,0.573518653986834,-0.06583760058522292,-0.2492997198879553
CASE_000778,26,000530.SZ,2018-08-09,2018,NEUTRAL,MID,-1,-1,-2.0,1.0,-1,1.0,0.0,-2,-0.007613912844471035,-0.024996583718099152,-0.013655228669041272,0.46197936568589987,0.06989247311827951,-0.217741935483871,-0.2210526315789475
CASE_000681,175,300204.SZ,2020-07-08,2020,NEUTRAL,HIGH,-1,0,-1.0,1.0,-2,1.0,0.0,-1,-0.024350423442873304,-0.03699751612809497,-0.06511295495901726,0.4855098389982111,0.18809318377912043,-0.10698878343399443,-0.20707831325301196
CASE_000552,112,002176.SZ,2019-09-11,2019,LOSER,HIGH,-2,1,-1.0,1.0,1,1.0,0.0,-2,-0.06789706571512494,-0.14067813896779696,-0.16609502241094026,0.10400866738894908,0.050458715596330084,-0.2981651376146792,-0.29864253393665163
CASE_000740,36,002531.SZ,2018-05-10,2018,LOSER,MID,-1,-1,-1.0,0.0,-1,0.0,0.0,-1,-0.09688522761087585,-0.17116737318157216,-0.08303765832566573,0.10453400503778337,0.019138755980861344,-0.4342445260437915,-0.4300549861003955
CASE_000739,207,600880.SH,2021-02-22,2021,WINNER,MID,-1,1,2.0,-1.0,1,1.0,0.0,-1,0.11291504034636814,0.08147113327634374,0.155832040689406,0.8670694864048338,0.1995133819951338,-0.06812652068126568,-0.19246861924686243
CASE_000177,136,300640.SZ,2020-04-10,2020,WINNER,LOW,-1,1,0.0,0.0,0,1.0,0.0,0,0.3854932066843688,0.2621173073254064,0.10442640155379584,0.9358407079646017,0.6579310344827589,-0.0482758620689655,-0.20010304620175623
CASE_000467,187,300271.SZ,2021-01-11,2021,LOSER,LOW,-1,1,0.0,-1.0,0,0.0,0.0,-1,-0.14712057029138603,-0.17252004541294808,-0.18026123697041443,0.07962529274004684,0.0059726962457336,-0.27175767918088756,-0.26109215017064835
CASE_000351,95,600100.SH,2019-07-25,2019,LOSER,MID,-1,-1,-2.0,1.0,1,1.0,0.0,-1,-0.0826549685214181,-0.09404993123450181,-0.24717471026562052,0.11179898033503277,0.09251101321585886,-0.1299559471365641,-0.17409326424870497
CASE_000653,120,300467.SZ,2019-12-13,2019,NEUTRAL,HIGH,-1,1,-1.0,0.0,0,0.0,0.0,-2,0.03863570851855902,-0.16064420718304506,-0.034614089329294814,0.5178826895565093,0.5250917992656057,-0.03243574051407605,-0.30900349650349657
CASE_000093,194,300624.SZ,2021-01-13,2021,LOSER,LOW,-2,-1,-1.0,0.0,0,0.0,0.0,-1,-0.015359445618392614,-0.18015299300469473,-0.19568881467906749,0.09468049514887922,0.13919758899981138,-0.25918252024863475,-0.3110096397767632
CASE_000176,118,603661.SH,2019-12-09,2019,NEUTRAL,HIGH,2,1,1.0,0.0,1,1.0,0.0,2,-0.00695757339998862,-0.02762393552623681,-0.139080668693172,0.5248836376655925,0.13429951690821307,-0.18212560386473386,-0.22320275505811438
CASE_000570,227,002630.SZ,2021-09-13,2021,LOSER,HIGH,1,1,1.0,0.0,1,1.0,0.0,0,-0.1458654134652013,-0.24420077903550652,-0.2160942038177417,0.04305468258956631,0.0888888888888888,-0.2148148148148149,-0.23487544483985778
CASE_000543,37,600215.SH,2018-04-27,2018,LOSER,MID,0,0,0.0,-1.0,0,0.0,0.0,0,-0.1350183628774827,-0.12112786758298219,-0.14124623087382004,0.11031276415891801,0.010020040080160442,-0.29859719438877785,-0.29614245403719097
CASE_000364,186,300478.SZ,2021-07-28,2021,LOSER,LOW,1,-1,1.0,-1.0,1,0.0,0.0,1,-0.14112640740621163,-0.18346124985082823,0.05112911679070505,0.1019570707070707,0.0657476139978792,-0.1516436903499473,-0.1704081632653064
CASE_000249,24,600288.SH,2018-01-18,2018,LOSER,MID,-2,-1,-2.0,1.0,1,2.0,0.0,-2,-0.13787579349682938,-0.14632290034878817,-0.16483435599830537,0.07108626198083066,0.06257242178447275,-0.2607184241019699,-0.264870931537598
CASE_000763,54,600438.SH,2018-01-23,2018,LOSER,HIGH,1,1,1.0,0.0,0,1.0,0.0,2,-0.10283900454458333,-0.11201047055061841,-0.0045445229207172685,0.15606242496998798,0.025744167337087953,-0.29927594529364454,-0.28801287208366866
CASE_000254,177,300050.SZ,2020-03-05,2020,NEUTRAL,HIGH,0,1,0.0,-2.0,-1,1.0,0.0,0,0.22830965062669267,-0.013219764511402624,-0.025121388376335096,0.5041591320072333,0.2274959083469721,-0.2176759410801964,-0.3235294117647056
CASE_000299,128,600478.SH,2020-10-12,2020,LOSER,LOW,1,1,1.0,0.0,0,1.0,0.0,1,-0.12318895857169102,-0.11618352965994513,-0.15328615447257257,0.1455044612216884,0.10828025477707026,-0.12101910828025475,-0.11677282377919296
CASE_000101,42,600133.SH,2018-07-24,2018,NEUTRAL,HIGH,-2,-2,,,-2,,,-2,-0.048864607619905534,0.04253367860763471,-0.0052631225409241755,0.5137118578601777,0.04738562091503273,-0.3251633986928104,-0.3123993558776168
CASE_000149,99,300006.SZ,2019-01-31,2019,WINNER,MID,-1,-1,-2.0,1.0,-1,1.0,0.0,-2,0.03290655801634135,0.720636356743886,0.3553140755341085,0.9388131220051603,1.5746478873239433,-1.1102230246251565e-16,-0.32386363636363635
CASE_000337,129,300479.SZ,2020-04-13,2020,NEUTRAL,LOW,0,1,0.0,-2.0,0,1.0,0.0,0,-0.06512704610806341,-0.02289427673453618,-0.07144461055152462,0.47158671586715867,0.24143875001652382,-0.10547396528704955,-0.08766233766233744
CASE_000628,15,600107.SH,2018-08-21,2018,WINNER,LOW,-2,-2,-2.0,1.0,1,1.0,0.0,-2,0.08447058078335995,-0.023203748926412485,0.14413703598699792,0.8903274942878904,0.3105924596050258,-0.2890484739676844,-0.30185497470489053
CASE_000398,16,000697.SZ,2018-06-12,2018,NEUTRAL,LOW,-1,-1,-1.0,0.0,1,1.0,0.0,-2,-0.140098711844187,0.03775708756243104,0.0033637301342321485,0.5209171359613838,0.04009034443817039,-0.2727272727272728,-0.23232323232323238
CASE_000128,201,600327.SH,2021-05-06,2021,WINNER,MID,1,2,2.0,-1.0,0,1.0,0.0,2,0.8329060141006678,0.796517330237546,0.5247251808911297,0.9915368991198376,1.1150916125264625,-0.0757894736842103,-0.3419155509783731
CASE_000094,138,002449.SZ,2020-04-01,2020,NEUTRAL,LOW,0,-2,-2.0,0.0,0,1.0,0.0,-1,-0.08195383436417641,-0.030348518960031323,-0.03134054653214871,0.4785635764016123,0.12533814247069386,-0.14156898106402194,-0.1813643926788686
CASE_000620,35,002025.SZ,2018-08-03,2018,WINNER,MID,1,0,0.0,0.0,1,1.0,0.0,1,0.02187645618668943,0.0895639528621706,0.1661137558193454,0.8608662322729015,0.15959999999999974,-0.09200000000000008,-0.1906412478336219
CASE_000342,144,002181.SZ,2020-02-28,2020,NEUTRAL,MID,1,0,0.0,0.0,0,1.0,0.0,1,-0.02775413345677609,-0.0216439139699149,-0.005564843749995371,0.4835125448028674,0.1607142857142858,-0.1369047619047622,-0.2206654991243434
CASE_000079,88,300702.SZ,2019-11-20,2019,WINNER,MID,1,0,1.0,0.0,0,1.0,0.0,2,0.27407296318455804,0.3646221883453082,0.32196255178291877,0.9767108563238982,0.4766928361138365,-0.024533856722276703,-0.13773265651438227
CASE_000136,151,300245.SZ,2020-05-28,2020,NEUTRAL,MID,0,-1,-1.0,0.0,-2,-1.0,-1.0,0,-0.0257429782218142,-0.08709640181398778,0.05158780783847816,0.472211998527788,0.2541596289500603,-0.026150627615062705,-0.13688888888888895
CASE_000161,96,601567.SH,2019-08-23,2019,WINNER,MID,-1,1,-1.0,1.0,-1,1.0,0.0,-1,0.08169739830790985,0.128312297022306,0.13890827314266144,0.8794788273615635,0.2832764505119454,-0.03242320819112632,-0.13704206241519679
CASE_000709,135,600189.SH,2020-04-03,2020,LOSER,LOW,-1,-1,-1.0,-1.0,-2,-1.0,0.0,-2,-0.02197009583769674,-0.15906347254320333,-0.18217636393401085,0.16483113069016153,0.1303030303030306,-0.11515151515151478,-0.1797752808988763
CASE_000599,63,300017.SZ,2019-07-30,2019,LOSER,LOW,1,-1,-1.0,1.0,-2,1.0,-1.0,0,-0.09445421877483137,-0.11672433651021792,-0.1942836245451226,0.07809662186705413,0.16313364055299506,-0.1649769585253451,-0.21579804560260563
CASE_000614,219,000541.SZ,2021-02-22,2021,LOSER,MID,1,0,1.0,-1.0,1,0.0,0.0,1,-0.02075501428499702,-0.13429775267689864,-0.15277296930190826,0.1537428667338033,0.004643962848297267,-0.12538699690402455,-0.12383900928792557
CASE_000795,198,300738.SZ,2021-01-05,2021,WINNER,LOW,-2,0,-2.0,1.0,1,2.0,0.0,-1,0.06432882631125139,0.11907438787759957,0.1907825785668623,0.8644124539671911,0.16465863453815266,-0.15609103078982578,-0.17514854042882977
CASE_000409,148,002421.SZ,2020-04-15,2020,WINNER,MID,0,0,0.0,-2.0,-1,1.0,0.0,-1,0.12949120673669057,0.1270250633270227,0.0836877456045213,0.8462956137117582,0.33583648579978487,-0.011235955056179914,-0.16741071428571452
CASE_000214,63,002065.SZ,2019-07-30,2019,NEUTRAL,LOW,0,-1,-1.0,1.0,1,1.0,0.0,-1,-0.01659557599083779,-0.07275478540737358,-0.008190464016267926,0.47184889211768977,0.14119359534206755,-0.10334788937409023,-0.11360634081902288
CASE_000677,68,002328.SZ,2019-11-13,2019,NEUTRAL,LOW,-1,-2,-1.0,-1.0,1,0.0,0.0,-1,-0.012481297882322377,-0.029165719128739498,0.5424094841765343,0.46073861599139476,0.6478494623655906,-0.07795698924731231,-0.15730337078651713
CASE_000239,37,300124.SZ,2018-04-27,2018,NEUTRAL,MID,1,1,1.0,0.0,1,1.0,0.0,1,-0.019368364933187842,0.15180541070782114,-0.029004766482054772,0.45942519019442096,0.0652041438147477,-0.15064294019186264,-0.19038577387352273
CASE_000046,222,002935.SZ,2021-09-14,2021,WINNER,HIGH,1,2,2.0,-2.0,-1,1.0,0.0,1,0.11576102987897025,0.14397131518513306,0.28160717349580017,0.9073492462311558,0.4912824486633083,-0.14374273537388604,-0.1374382956612108
CASE_000252,94,300276.SZ,2019-10-10,2019,LOSER,MID,0,1,0.0,0.0,1,1.0,0.0,1,-0.13385499459931255,-0.19030635241918953,-0.24209763817015795,0.03063063063063063,0.019895287958115127,-0.2418848167539266,-0.2399172699069282
CASE_000657,161,603031.SH,2020-04-21,2020,NEUTRAL,HIGH,2,-1,1.0,1.0,1,1.0,0.0,2,0.15411718576297112,-0.02240002657087478,-0.24728285169152753,0.5090305934389974,0.2538699690402473,-0.02631578947368407,-0.1560766515380736
CASE_000668,233,300213.SZ,2021-03-18,2021,LOSER,HIGH,-2,-1,-2.0,1.0,1,1.0,0.0,-2,-0.03726003696608979,-0.13234723288338282,-0.16186738170870985,0.1568428184281843,0.027331189710610992,-0.13665594855305407,-0.15070643642072157
CASE_000743,194,300556.SZ,2021-01-13,2021,NEUTRAL,LOW,-1,-2,-2.0,0.0,1,1.0,0.0,0,-0.01118349701096085,0.05620523628338086,-0.044436048496404104,0.499163599866176,0.11757925072046116,-0.11066282420749274,-0.1512695840086441
CASE_000311,219,300625.SZ,2021-02-22,2021,NEUTRAL,MID,-1,1,-1.0,1.0,-1,1.0,0.0,-1,0.030074370663089694,-0.019936763757194685,-0.041296490372257376,0.46089291708627056,0.0875083500334004,-0.025384101536406356,-0.08983890954151208
CASE_000330,221,300514.SZ,2021-06-09,2021,NEUTRAL,HIGH,-1,1,-1.0,0.0,1,1.0,0.0,-1,0.04404092993766698,-0.0218813216025677,-0.2503756487115829,0.5086743044189853,0.3577010575597719,-0.06658052292765615,-0.2199661590524531
CASE_000565,54,300316.SZ,2018-01-23,2018,WINNER,HIGH,2,1,1.0,0.0,1,1.0,0.0,2,-0.0386218200733312,0.1529612120630851,0.22281404486034564,0.9035614245698279,0.23411534701857262,-0.31036168132942343,-0.2951835956127802
CASE_000202,114,000729.SZ,2019-02-18,2019,NEUTRAL,HIGH,1,2,1.0,0.0,1,1.0,0.0,0,-0.06356529665980751,-0.039604837336704224,0.06067745053848127,0.49629903774981493,0.3375594294770208,-0.03961965134706802,-0.14110429447852735
CASE_000472,11,300004.SZ,2018-07-11,2018,WINNER,LOW,-2,-2,,,-2,,,-2,0.06926531520476539,0.3008525036942533,0.26678629140504895,0.9695787831513261,0.45429362880886437,-0.005540166204985986,-0.1738148984198642
CASE_000449,151,300264.SZ,2020-05-28,2020,LOSER,MID,-1,-1,-2.0,1.0,-2,1.0,0.0,-1,-0.12549717114656733,-0.14354776356488075,-0.11916385493796566,0.1659919028340081,0.17291666666666616,-0.08333333333333315,-0.17939609236234455
CASE_000634,80,600655.SH,2019-07-23,2019,WINNER,LOW,-1,-2,-1.0,0.0,0,-1.0,0.0,-1,0.16453623054999125,0.1138566234877373,0.009519017339063292,0.8725418790968682,0.1773778920308482,0.0012853470437024228,-0.12985571587125366
CASE_000009,79,603328.SH,2019-07-22,2019,NEUTRAL,LOW,0,-1,-1.0,0.0,0,1.0,0.0,1,-0.02006474395900182,0.03677598904365442,-0.0938697961433117,0.45901639344262296,0.5578158458244111,-0.011777301927194839,-0.22029622871319643
CASE_000757,87,300027.SZ,2019-12-06,2019,LOSER,MID,-1,0,-1.0,1.0,1,1.0,0.0,-1,-0.187960752242185,-0.26719115974332475,-0.25253319811121183,0.037209302325581395,0.20982142857142838,-0.23437499999999967,-0.33898305084745706
CASE_000234,74,300520.SZ,2019-08-15,2019,LOSER,LOW,-1,-1,-1.0,1.0,1,1.0,0.0,-1,-0.10300846742052316,-0.09080808025096593,-0.18820934626912578,0.08701957940536621,0.15313225058004654,-0.025522041763340497,-0.14220416455053297
CASE_000471,145,002063.SZ,2020-08-06,2020,LOSER,MID,1,1,1.0,0.0,1,0.0,0.0,2,-0.10874403078644085,-0.13452159387628698,-0.1520934205952775,0.15381907778951073,-0.0064397424103035394,-0.2750689972401108,-0.25114995400184026
CASE_000652,86,000951.SZ,2019-10-30,2019,WINNER,MID,-1,1,1.0,0.0,0,0.0,0.0,0,0.17795809452003875,0.3234068888248142,0.10767353760113639,0.9626033800791083,0.3934911242603556,-0.014201183431952535,-0.16789908655937402
CASE_000016,113,000715.SZ,2019-04-09,2019,WINNER,HIGH,2,1,2.0,-1.0,-1,1.0,0.0,2,0.10785228196227413,0.2565003359953787,0.17934335942178542,0.9258693160106993,0.1534391534391535,-0.04761904761904778,-0.15384615384615363
CASE_000574,199,600812.SH,2021-01-15,2021,LOSER,LOW,-2,-1,-2.0,1.0,1,1.0,0.0,-2,-0.08440283151548426,-0.1365107236765452,-0.1743097643393349,0.12093802345058627,0.016683022571147843,-0.1746810598626105,-0.17268292682926867
CASE_000443,175,300006.SZ,2020-07-08,2020,WINNER,HIGH,-1,1,-1.0,0.0,1,1.0,0.0,1,0.32332382293282425,0.41631455174933807,0.3242900235911936,0.9610017889087656,0.6953271028037378,-0.03551401869158888,-0.24303232998885183
CASE_000287,182,002798.SZ,2021-02-04,2021,LOSER,LOW,-2,1,2.0,-1.0,1,1.0,0.0,-1,-0.20396381801473198,-0.2119643637219923,-0.23932180492335858,0.06104069379586391,0.031004366812226847,-0.2506550218340612,-0.25492716366752344
CASE_000402,107,600376.SH,2019-01-23,2019,NEUTRAL,HIGH,0,0,0.0,0.0,0,0.0,0.0,-1,-0.03712785903642271,0.011698385027768599,-0.04479431902666475,0.4955719557195572,0.46778711484593893,-0.025210084033613356,-0.14889529298751214
CASE_000339,9,002696.SZ,2018-07-03,2018,LOSER,LOW,1,0,0.0,-1.0,0,1.0,0.0,1,-0.1132668722431936,-0.10131531741846456,-0.14620426229905836,0.12260086173129651,0.025556471558120242,-0.28606760098928263,-0.2849025974025974
CASE_000627,132,300448.SZ,2020-04-02,2020,NEUTRAL,LOW,1,-2,-1.0,-1.0,-2,-1.0,-1.0,1,-0.013024309994202368,0.03710549707792553,-0.037457029322660124,0.4974321349963316,0.1844485443009498,-0.12566560170394003,-0.13645418326693226
CASE_000712,218,600463.SH,2021-03-30,2021,NEUTRAL,MID,-1,1,-1.0,0.0,1,1.0,0.0,-1,0.0167218808679605,-0.058589664684204276,-0.04633868487460766,0.47455902306648573,0.08771929824561431,-0.049441786283891065,-0.08801213960546228
CASE_000420,236,601669.SH,2021-03-10,2021,NEUTRAL,HIGH,0,1,1.0,0.0,0,0.0,0.0,0,-0.0244247597854828,-0.005204687205211605,-0.03481434200183155,0.4989912575655683,0.1053984575835476,-0.023136246786632286,-0.08173076923076916
CASE_000302,112,002801.SZ,2019-09-11,2019,WINNER,HIGH,1,2,2.0,-1.0,1,1.0,0.0,2,0.06457578043061016,0.11213918325794003,0.12563825468140025,0.8573492235464066,0.060344827586207295,-0.08850574712643655,-0.09329285122826436
CASE_000436,184,603160.SH,2021-01-29,2021,LOSER,LOW,-2,-2,-1.0,0.0,1,-1.0,0.0,-2,0.017322523427280315,-0.1798133483645986,-0.19977911903549556,0.08927381745502998,0.046526632733530304,-0.30245895763137076,-0.3057614319675571
CASE_000547,98,002212.SZ,2019-06-28,2019,WINNER,MID,1,-1,-1.0,1.0,1,1.0,0.0,1,0.13473431519100923,0.19479651931651673,0.13607817689526525,0.943791329904482,0.38978102189781083,0.005839416058393887,-0.08746048472075851
CASE_000226,114,002461.SZ,2019-02-18,2019,WINNER,HIGH,1,2,1.0,0.0,1,1.0,0.0,-1,0.04546493618183542,0.25818255751883673,0.19226327536871873,0.8826794966691339,0.6153846153846161,-0.025000000000000022,-0.261904761904762
CASE_000154,30,002352.SZ,2018-08-13,2018,NEUTRAL,MID,-2,-1,-1.0,1.0,1,1.0,0.0,-2,-0.00624654467301633,0.08101199132281489,-0.040727733506481276,0.4580152671755725,0.007594936708860356,-0.16501726121979277,-0.1518958428506164
CASE_000148,38,002484.SZ,2018-01-04,2018,NEUTRAL,MID,-1,-1,-2.0,0.0,0,1.0,0.0,-2,0.07843346283532251,-0.01653309526355136,-0.10903547136199897,0.4855421686746988,0.13436123348017626,-0.20044052863436157,-0.22997946611909703
CASE_000682,30,600794.SH,2018-08-13,2018,LOSER,MID,-1,1,0.0,,-2,,0.0,-1,-0.06736901713725989,-0.09097804395835848,0.016505160182110123,0.16717557251908396,0.027692307692307683,-0.30153846153846087,-0.2809667673716004
CASE_000405,56,002374.SZ,2018-11-20,2018,NEUTRAL,HIGH,-1,0,-1.0,1.0,-2,1.0,0.0,-1,-0.008447967394507247,-0.012893638221494245,-0.17631901005107123,0.46111111111111114,0.11309523809523814,-0.24999999999999967,-0.28808864265927947
CASE_000553,210,600530.SH,2021-08-12,2021,WINNER,MID,1,-1,0.0,1.0,-1,1.0,0.0,0,0.11779521283102104,0.09285865036156912,0.21213188265383504,0.8853543307086614,0.24691358024691357,-0.0679012345679012,-0.15934065934065955
CASE_000418,168,002898.SZ,2020-03-10,2020,NEUTRAL,HIGH,0,-1,0.0,0.0,-1,0.0,1.0,-1,0.15021717866303277,-0.02422102706232687,-0.030113700130245474,0.4773632741760232,0.2086167800453511,-0.09221466364323505,-0.19634703196347014
CASE_000643,45,000639.SZ,2018-11-09,2018,LOSER,HIGH,-2,0,0.0,1.0,1,-1.0,0.0,-2,-0.071214253732796,-0.10821012744188001,-0.04285405571292003,0.14429530201342283,0.07603092783505128,-0.20103092783505183,-0.23716381418092924
CASE_000615,159,603277.SH,2020-10-13,2020,WINNER,MID,2,0,1.0,1.0,-2,1.0,0.0,1,0.3281816980660555,0.2773589880123271,0.1787957939971948,0.9684499314128944,0.4804964539007095,-0.08599290780141833,-0.2653940886699506
CASE_000056,104,002481.SZ,2019-04-01,2019,WINNER,HIGH,1,2,2.0,-1.0,1,1.0,0.0,1,0.03151064497398802,0.4970138609882528,0.9434874410237893,0.9919694072657744,1.3925925925925928,-0.04691358024691317,-0.21999999999999997
CASE_000122,81,600429.SH,2019-09-30,2019,NEUTRAL,MID,-1,-1,-1.0,1.0,-1,1.0,0.0,0,-0.014173037362714625,-0.02883331416007673,-0.02159716096111995,0.46793948126801155,0.04332129963898956,-0.07942238267147961,-0.0952380952380949
CASE_000690,165,600638.SH,2020-01-13,2020,LOSER,HIGH,0,1,-1.0,1.0,-1,1.0,0.0,-1,-0.11552391274441007,-0.14293889258038173,-0.1857728416393806,0.1303106033559443,0.005524861878453136,-0.3149171270718233,-0.2983425414364639
CASE_000247,163,002697.SZ,2020-06-18,2020,LOSER,HIGH,2,2,2.0,0.0,1,1.0,0.0,2,-0.14364825112310106,-0.21346623686199065,-0.2803175375986693,0.08390596745027125,0.23175182481751877,-0.2755474452554745,-0.3912716328066218
CASE_000010,28,002649.SZ,2018-01-04,2018,LOSER,MID,2,1,1.0,0.0,1,1.0,0.0,1,-0.10391291357383074,-0.09782841455441718,-0.1401572913187663,0.12248995983935743,0.05312500000000009,-0.2812500000000002,-0.28843226788432275
CASE_000463,237,600686.SH,2021-09-06,2021,NEUTRAL,HIGH,1,-1,-1.0,0.0,0,0.0,0.0,0,-0.0017067614938293535,-0.005698518876148598,-0.06687221839182064,0.524693299779805,0.024531024531024404,-0.19191919191919227,-0.19971671388102008
CASE_000774,83,002860.SZ,2019-07-10,2019,LOSER,MID,1,2,2.0,-2.0,-1,1.0,0.0,2,-0.09204475794871914,-0.09875802585031387,-0.1210409602805233,0.15415598681801537,0.022415370539798918,-0.17886550777676147,-0.18194192377495488
CASE_000064,20,002046.SZ,2018-06-12,2018,WINNER,LOW,-2,-2,-1.0,0.0,0,-1.0,0.0,-2,-0.009345520268185192,0.14018450991582374,0.10126729817676641,0.8370876910699919,0.07388269794721403,-0.17811143695014686,-0.18642660865582816
CASE_000174,176,300375.SZ,2020-03-09,2020,WINNER,HIGH,1,1,1.0,-1.0,-2,1.0,0.0,0,0.22527988488778888,0.0058414365298026585,0.14747532601389768,0.8472121650977552,0.21465968586387452,-0.11256544502617793,-0.2376681614349777
CASE_000794,220,002892.SZ,2021-05-13,2021,WINNER,MID,-1,-1,-1.0,0.0,0,1.0,0.0,-1,0.1703555048101898,0.5565097226829984,0.6545837662395904,0.9731273093718509,1.084894470842023,-0.01039089559623907,-0.1760821716801173
CASE_000663,175,000915.SZ,2020-07-08,2020,LOSER,HIGH,2,1,2.0,0.0,1,1.0,0.0,2,-0.18373509786077963,-0.2076145598678646,-0.16487693203992482,0.08443649373881933,0.09310761789600996,-0.22309552599758098,-0.2706979372704148
CASE_000035,50,000069.SZ,2018-07-26,2018,NEUTRAL,HIGH,-2,1,-1.0,0.0,1,2.0,0.0,-2,-0.010132464386376688,0.0009432276075664742,0.005984403928085302,0.5142417244033872,0.008849557522123908,-0.24041297935103245,-0.23156342182890854
CASE_000240,210,002661.SZ,2021-08-12,2021,NEUTRAL,MID,-2,0,-1.0,1.0,-1,1.0,0.0,-2,-0.017728782342096985,-0.026421030321620423,0.018128355316974397,0.46204724409448816,0.13403880070546736,-0.10758377425044086,-0.09964726631393284
CASE_000533,129,300368.SZ,2020-04-13,2020,WINNER,LOW,-1,-1,-1.0,0.0,-1,1.0,0.0,-1,0.2659556970482586,0.09639190727134823,0.23481884499870598,0.8549815498154981,0.6453407510431157,2.220446049250313e-16,-0.27989371124889273
CASE_000156,118,603208.SH,2019-12-09,2019,WINNER,HIGH,2,1,1.0,1.0,1,1.0,0.0,2,-0.04353759051594967,0.3545005830873707,0.6301268809338114,0.9405656999641963,0.7335526315789473,-0.11567982456140347,-0.18947227071303874
