symbol,expected_days,missing_days
300464.SZ,8,
300465.SZ,8,
300466.SZ,8,
300467.SZ,8,
300468.SZ,8,
300469.SZ,8,
300470.SZ,8,
300471.SZ,8,
300472.SZ,8,
300473.SZ,8,
300474.SZ,8,
300475.SZ,8,
300476.SZ,8,
300477.SZ,8,
300478.SZ,8,
300479.SZ,8,
300480.SZ,8,
300482.SZ,8,
300484.SZ,8,
300485.SZ,8,
300486.SZ,8,
300487.SZ,8,
300488.SZ,8,
300489.SZ,8,
300490.SZ,8,
300491.SZ,8,
300492.SZ,8,
300493.SZ,8,
300494.SZ,8,
300496.SZ,8,
300497.SZ,8,
300498.SZ,8,
300499.SZ,8,
300500.SZ,8,
300501.SZ,8,
300502.SZ,8,
300503.SZ,8,
300504.SZ,8,
300506.SZ,8,
300507.SZ,8,
300508.SZ,8,
300509.SZ,8,
300510.SZ,8,
300511.SZ,8,
300512.SZ,8,
300513.SZ,8,
300514.SZ,8,
300515.SZ,8,
300516.SZ,8,
300517.SZ,8,
300518.SZ,8,
300519.SZ,8,
300520.SZ,8,
300521.SZ,8,
300523.SZ,8,
300525.SZ,8,
300527.SZ,8,
300528.SZ,8,
300529.SZ,8,
300531.SZ,8,
300532.SZ,8,
300533.SZ,8,
300534.SZ,8,
300536.SZ,8,
300538.SZ,8,
300539.SZ,8,
300540.SZ,8,
300541.SZ,8,
300542.SZ,8,
300543.SZ,8,
300545.SZ,8,
300546.SZ,8,
300547.SZ,8,
300548.SZ,8,
300549.SZ,8,
300550.SZ,8,
300551.SZ,8,
300552.SZ,8,
300553.SZ,8,
300554.SZ,8,
300555.SZ,8,
300556.SZ,8,
300557.SZ,8,
300558.SZ,8,
300559.SZ,8,
300560.SZ,8,
300561.SZ,8,
300562.SZ,8,
300563.SZ,8,
300564.SZ,8,
300565.SZ,8,
300566.SZ,8,
300567.SZ,8,
300568.SZ,8,
300569.SZ,8,
300570.SZ,8,
300571.SZ,8,
300572.SZ,8,
300573.SZ,8,
300577.SZ,8,
300578.SZ,8,
300579.SZ,8,
300580.SZ,8,
300581.SZ,8,
300582.SZ,8,
300583.SZ,8,
300584.SZ,8,
300585.SZ,8,
300586.SZ,8,
300587.SZ,8,
300588.SZ,8,
300589.SZ,8,
300590.SZ,8,
300591.SZ,8,
300592.SZ,8,
300593.SZ,8,
300594.SZ,8,
300595.SZ,8,
300597.SZ,8,
300598.SZ,8,
300599.SZ,8,
300600.SZ,8,
300601.SZ,8,
300602.SZ,8,
300603.SZ,8,
300604.SZ,8,
300605.SZ,8,
300606.SZ,8,
300607.SZ,8,
300608.SZ,8,
300609.SZ,8,
300611.SZ,8,
300612.SZ,8,
300613.SZ,8,
300614.SZ,8,
300615.SZ,8,
300616.SZ,8,
300617.SZ,8,
300619.SZ,8,
300620.SZ,8,
300621.SZ,8,
300622.SZ,8,
300623.SZ,8,
300624.SZ,8,
300625.SZ,8,
300626.SZ,8,
300627.SZ,8,
300628.SZ,8,
300629.SZ,8,
300631.SZ,8,
300632.SZ,8,
300633.SZ,8,
300634.SZ,8,
300635.SZ,8,
300636.SZ,8,
300638.SZ,8,
300639.SZ,8,
300640.SZ,8,
300642.SZ,8,
300643.SZ,8,
300644.SZ,8,
300645.SZ,8,
300647.SZ,8,
300648.SZ,8,
300649.SZ,8,
300650.SZ,8,
300651.SZ,8,
300652.SZ,8,
300653.SZ,8,
300654.SZ,8,
300656.SZ,8,
300657.SZ,8,
300658.SZ,8,
300659.SZ,8,
300660.SZ,8,
300661.SZ,8,
300662.SZ,8,
300663.SZ,8,
300664.SZ,8,
300666.SZ,8,
300667.SZ,8,
300668.SZ,8,
300669.SZ,8,
300670.SZ,8,
300671.SZ,8,
300672.SZ,8,
300673.SZ,8,
300674.SZ,8,
300675.SZ,8,
300676.SZ,8,
300677.SZ,8,
300678.SZ,8,
300679.SZ,8,
300680.SZ,8,
300681.SZ,8,
300682.SZ,8,
300683.SZ,8,
300685.SZ,8,
300686.SZ,8,
300687.SZ,8,
300688.SZ,8,
300689.SZ,8,
300690.SZ,8,
300691.SZ,8,
300692.SZ,8,
300693.SZ,8,
300694.SZ,8,
300695.SZ,8,
300696.SZ,8,
300698.SZ,8,
300699.SZ,8,
300700.SZ,8,
300701.SZ,8,
300702.SZ,8,
300703.SZ,8,
300705.SZ,8,
300706.SZ,8,
300707.SZ,8,
300708.SZ,8,
300709.SZ,8,
300710.SZ,8,
300711.SZ,8,
300712.SZ,8,
300713.SZ,8,
300715.SZ,8,
300716.SZ,8,
300717.SZ,8,
300718.SZ,8,
300719.SZ,8,
300720.SZ,8,
300722.SZ,8,
300723.SZ,8,
300724.SZ,8,
300725.SZ,8,
300726.SZ,8,
300729.SZ,8,
300730.SZ,8,
300731.SZ,8,
300732.SZ,8,
300733.SZ,8,
300735.SZ,8,
300736.SZ,8,
300737.SZ,8,
300738.SZ,8,
300739.SZ,8,
300740.SZ,8,
300743.SZ,8,
300745.SZ,8,
300746.SZ,8,
300747.SZ,8,
300749.SZ,8,
300750.SZ,8,
300751.SZ,8,
300752.SZ,8,
300753.SZ,8,
300755.SZ,8,
300756.SZ,8,
300757.SZ,8,
300759.SZ,8,
300760.SZ,8,
300761.SZ,8,
300762.SZ,8,
300763.SZ,8,
300765.SZ,8,
300766.SZ,8,
300767.SZ,8,
300768.SZ,8,
300769.SZ,8,
300770.SZ,8,
300771.SZ,8,
300772.SZ,8,
300773.SZ,8,
300774.SZ,8,
300775.SZ,8,
300776.SZ,8,
300777.SZ,8,
300778.SZ,8,
300779.SZ,8,
300780.SZ,8,
300781.SZ,8,
300782.SZ,8,
300783.SZ,8,
300785.SZ,8,
300786.SZ,8,
300787.SZ,8,
300788.SZ,8,
300789.SZ,8,
300790.SZ,8,
300791.SZ,8,
300792.SZ,8,
300793.SZ,8,
300795.SZ,8,
300797.SZ,8,
300800.SZ,8,
300802.SZ,8,
300803.SZ,8,
300805.SZ,8,
300806.SZ,8,
300807.SZ,8,
300808.SZ,8,
300809.SZ,8,
300810.SZ,8,
300812.SZ,8,
300813.SZ,8,
300814.SZ,8,
300815.SZ,8,
300816.SZ,8,
300817.SZ,8,
300818.SZ,8,
300819.SZ,8,
300820.SZ,8,
300822.SZ,8,
300823.SZ,8,
300824.SZ,8,
300825.SZ,8,
300826.SZ,8,
300827.SZ,8,
300828.SZ,8,
300830.SZ,8,
300831.SZ,8,
300832.SZ,8,
300833.SZ,8,
300834.SZ,8,
300836.SZ,8,
300837.SZ,8,
300838.SZ,8,
300840.SZ,8,
300841.SZ,8,
300842.SZ,8,
300843.SZ,8,
300844.SZ,8,
300845.SZ,8,
300846.SZ,8,
300847.SZ,8,
300849.SZ,8,
300850.SZ,8,
300851.SZ,8,
300852.SZ,8,
300853.SZ,8,
300854.SZ,8,
300856.SZ,8,
300857.SZ,8,
300859.SZ,8,
300860.SZ,8,
300861.SZ,8,
300862.SZ,8,
300863.SZ,8,
300864.SZ,8,
300865.SZ,8,
300866.SZ,8,
300867.SZ,8,
300868.SZ,8,
300869.SZ,8,
300870.SZ,8,
300871.SZ,8,
300872.SZ,8,
300873.SZ,8,
300875.SZ,8,
300877.SZ,8,
300878.SZ,8,
300879.SZ,8,
300880.SZ,8,
300882.SZ,8,
300883.SZ,8,
300884.SZ,8,
300885.SZ,8,
300886.SZ,8,
300887.SZ,8,
300888.SZ,8,
300889.SZ,8,
300890.SZ,8,
300892.SZ,8,
300893.SZ,8,
300894.SZ,8,
300895.SZ,8,
300896.SZ,8,
300897.SZ,8,
300898.SZ,8,
300899.SZ,8,
300900.SZ,8,
300901.SZ,8,
300902.SZ,8,
300903.SZ,8,
300904.SZ,8,
300906.SZ,8,
300907.SZ,8,
300908.SZ,8,
300909.SZ,8,
300911.SZ,8,
300912.SZ,8,
300913.SZ,8,
300915.SZ,8,
300916.SZ,8,
300917.SZ,8,
300918.SZ,8,
300919.SZ,8,
300920.SZ,8,
300921.SZ,8,
300922.SZ,8,
300923.SZ,8,
300925.SZ,8,
300926.SZ,8,
300928.SZ,8,
300929.SZ,8,
300931.SZ,8,
300932.SZ,8,
300933.SZ,8,
300935.SZ,8,
300936.SZ,8,
300937.SZ,8,
300938.SZ,8,
300939.SZ,8,
300940.SZ,8,
300941.SZ,8,
300942.SZ,8,
300943.SZ,8,
300945.SZ,8,
300946.SZ,8,
300947.SZ,8,
300948.SZ,8,
300949.SZ,8,
300950.SZ,8,
300951.SZ,8,
300952.SZ,8,
300953.SZ,8,
300955.SZ,8,
300956.SZ,8,
300957.SZ,8,
300958.SZ,8,
300959.SZ,8,
300960.SZ,8,
300961.SZ,8,
300962.SZ,8,
300964.SZ,8,
300965.SZ,8,
300966.SZ,8,
300967.SZ,8,
300968.SZ,8,
300969.SZ,8,
300970.SZ,8,
300971.SZ,8,
300972.SZ,8,
300973.SZ,8,
300975.SZ,8,
300976.SZ,8,
300977.SZ,8,
300978.SZ,8,
300979.SZ,8,
300980.SZ,8,
300981.SZ,8,
300982.SZ,8,
300983.SZ,8,
300984.SZ,8,
300985.SZ,8,
300986.SZ,8,
300987.SZ,8,
300988.SZ,8,
300989.SZ,8,
300990.SZ,8,
300991.SZ,8,
300992.SZ,8,
300993.SZ,8,
300994.SZ,8,
300995.SZ,8,
300996.SZ,8,
300997.SZ,8,
300998.SZ,8,
300999.SZ,8,
301000.SZ,8,
301001.SZ,8,
301002.SZ,8,
301003.SZ,8,
301004.SZ,8,
301005.SZ,8,
301006.SZ,8,
301007.SZ,8,
301008.SZ,8,
301009.SZ,8,
301010.SZ,8,
301011.SZ,8,
301012.SZ,8,
301013.SZ,8,
301015.SZ,8,
301016.SZ,8,
301017.SZ,8,
301018.SZ,8,
301019.SZ,8,
301020.SZ,8,
301021.SZ,8,
301022.SZ,8,
301023.SZ,8,
301024.SZ,8,
301025.SZ,8,
301027.SZ,8,
301028.SZ,8,
301029.SZ,8,
301030.SZ,8,
301031.SZ,8,
301032.SZ,8,
301033.SZ,8,
301038.SZ,8,
301039.SZ,8,
301040.SZ,8,
301041.SZ,8,
301042.SZ,8,
301043.SZ,8,
301045.SZ,8,
301046.SZ,8,
301047.SZ,8,
301048.SZ,8,
301049.SZ,8,
301050.SZ,8,
301051.SZ,8,
301052.SZ,8,
301053.SZ,8,
301055.SZ,8,
301056.SZ,8,
301058.SZ,8,
301060.SZ,8,
301061.SZ,8,
301062.SZ,8,
301063.SZ,8,
301065.SZ,8,
301066.SZ,8,
301067.SZ,8,
301068.SZ,8,
301070.SZ,8,
301072.SZ,8,
301073.SZ,8,
301075.SZ,8,
301078.SZ,8,
301079.SZ,8,
301080.SZ,8,
301081.SZ,8,
301082.SZ,8,
301083.SZ,8,
301085.SZ,8,
301086.SZ,8,
301087.SZ,8,
301088.SZ,8,
301089.SZ,8,
301090.SZ,8,
301091.SZ,8,
301092.SZ,8,
301093.SZ,8,
301095.SZ,8,
301096.SZ,8,
301097.SZ,8,
301098.SZ,8,
301099.SZ,8,
301101.SZ,8,
301102.SZ,8,
301103.SZ,8,
301105.SZ,8,
301106.SZ,8,
301107.SZ,8,
301108.SZ,8,
301109.SZ,8,
301110.SZ,8,
301111.SZ,8,
301112.SZ,8,
301113.SZ,8,
301115.SZ,8,
301116.SZ,8,
301117.SZ,8,
301119.SZ,8,
301120.SZ,8,
301121.SZ,8,
301122.SZ,8,
301123.SZ,8,
301125.SZ,8,
301126.SZ,8,
301127.SZ,8,
301128.SZ,8,
301129.SZ,8,
301130.SZ,8,
301131.SZ,8,
301132.SZ,8,
301133.SZ,8,
301135.SZ,8,
301136.SZ,8,
301137.SZ,8,
301138.SZ,8,
301139.SZ,8,2026-09-07|2026-09-08|2026-09-09|2026-09-10|2026-09-11|2026-09-14|2026-09-15|2026-09-16
301148.SZ,8,
301150.SZ,8,
301151.SZ,8,
301152.SZ,8,
301153.SZ,8,
301155.SZ,8,
301157.SZ,8,
301158.SZ,8,
301159.SZ,8,
301161.SZ,8,
301162.SZ,8,
301163.SZ,8,
301165.SZ,8,
301166.SZ,8,
301167.SZ,8,
301168.SZ,8,
301169.SZ,8,
301170.SZ,8,
301171.SZ,8,
301172.SZ,8,
301175.SZ,8,
301176.SZ,8,
301177.SZ,8,
301178.SZ,8,
301179.SZ,8,
301180.SZ,8,
301181.SZ,8,
301182.SZ,8,
301183.SZ,8,
301185.SZ,8,
301186.SZ,8,
301187.SZ,8,
301188.SZ,8,
301189.SZ,8,
301191.SZ,8,
301192.SZ,8,
301193.SZ,8,
301195.SZ,8,
301196.SZ,8,
301197.SZ,8,
301198.SZ,8,
301199.SZ,8,
301200.SZ,8,
301201.SZ,8,
301202.SZ,8,
301203.SZ,8,
301205.SZ,8,
301207.SZ,8,
301208.SZ,8,
301210.SZ,8,
301211.SZ,8,
301213.SZ,8,
301215.SZ,8,
301216.SZ,8,
301217.SZ,8,
301218.SZ,8,
301221.SZ,8,
301222.SZ,8,
301223.SZ,8,
301225.SZ,8,
301226.SZ,8,
301227.SZ,8,
301228.SZ,8,
301229.SZ,8,
301230.SZ,8,
301231.SZ,8,
301232.SZ,8,
301233.SZ,8,
301234.SZ,8,
301235.SZ,8,
301236.SZ,8,
301237.SZ,8,
301238.SZ,8,
301239.SZ,8,
301246.SZ,8,
301248.SZ,8,
301251.SZ,8,
301252.SZ,8,
301255.SZ,8,
301257.SZ,8,
301258.SZ,8,
301259.SZ,8,
301260.SZ,8,
301261.SZ,8,
301262.SZ,8,
301263.SZ,8,
301265.SZ,8,
301266.SZ,8,
301267.SZ,8,
301268.SZ,8,
301269.SZ,8,
301270.SZ,8,
301272.SZ,8,
301273.SZ,8,
301276.SZ,8,
301277.SZ,8,
301278.SZ,8,
301279.SZ,8,
301280.SZ,8,
301281.SZ,8,
301282.SZ,8,
301285.SZ,8,
301287.SZ,8,
301288.SZ,8,
301289.SZ,8,
301290.SZ,8,
301291.SZ,8,
301292.SZ,8,
301293.SZ,8,
301295.SZ,8,
301296.SZ,8,
301297.SZ,8,
301298.SZ,8,
301299.SZ,8,
301300.SZ,8,
301301.SZ,8,
301302.SZ,8,
301303.SZ,8,
301305.SZ,8,
301306.SZ,8,
301307.SZ,8,
301308.SZ,8,
301309.SZ,8,
301310.SZ,8,
301311.SZ,8,
301312.SZ,8,
301313.SZ,8,
301314.SZ,8,
301315.SZ,8,
301316.SZ,8,
301317.SZ,8,
301318.SZ,8,
301320.SZ,8,
301321.SZ,8,
301322.SZ,8,
301325.SZ,8,
301326.SZ,8,
301327.SZ,8,
301328.SZ,8,
301329.SZ,8,
301330.SZ,8,
301331.SZ,8,
301332.SZ,8,
301333.SZ,8,
301335.SZ,8,
301336.SZ,8,
301337.SZ,8,
301338.SZ,8,
301339.SZ,8,
301345.SZ,8,
301348.SZ,8,
301349.SZ,8,
301353.SZ,8,
301355.SZ,8,
301356.SZ,8,
301357.SZ,8,
301358.SZ,8,
301359.SZ,8,
301360.SZ,8,
301361.SZ,8,
301362.SZ,8,
301363.SZ,8,
301365.SZ,8,
301366.SZ,8,
301367.SZ,8,
301368.SZ,8,
301369.SZ,8,
301370.SZ,8,
301371.SZ,8,
301372.SZ,8,
301376.SZ,8,
301377.SZ,8,
301378.SZ,8,
301379.SZ,8,
301380.SZ,8,
301381.SZ,8,
301382.SZ,8,
301383.SZ,8,
301386.SZ,8,
301387.SZ,8,
301388.SZ,8,
301389.SZ,8,
301390.SZ,8,2026-09-10|2026-09-11|2026-09-14|2026-09-15|2026-09-16
301391.SZ,8,
301393.SZ,8,
301395.SZ,8,
301396.SZ,8,
301397.SZ,8,
301398.SZ,8,
301399.SZ,8,
301408.SZ,8,
301413.SZ,8,
301418.SZ,8,
301419.SZ,8,
301421.SZ,8,
301428.SZ,8,
301429.SZ,8,
301439.SZ,8,
301446.SZ,8,
301448.SZ,8,
301456.SZ,8,
301459.SZ,8,
301468.SZ,8,
301469.SZ,8,
301486.SZ,8,
301487.SZ,8,
301488.SZ,8,
301498.SZ,8,
301499.SZ,8,
301500.SZ,8,
301503.SZ,8,
301505.SZ,8,
301507.SZ,8,
301508.SZ,8,
301509.SZ,8,
301510.SZ,8,
301511.SZ,8,
301512.SZ,8,
301515.SZ,8,
301516.SZ,8,
301517.SZ,8,
301519.SZ,8,
301520.SZ,8,
301525.SZ,8,
301528.SZ,8,
301529.SZ,8,
301533.SZ,8,
301548.SZ,8,
301550.SZ,8,
301555.SZ,8,
301558.SZ,8,
301559.SZ,8,
301566.SZ,8,
301568.SZ,8,
301578.SZ,8,
