trade_date,family,nav,cash,positions,industries,industry_hhi,replay
2020-09-16,industry_diffusion_low_max,14917197.1756,8989.86097618,40,8,0.282737253087,same_plan_h20
2020-09-17,industry_diffusion_low_max,14774261.6106,5.82076609135e-10,40,8,0.287102841397,same_plan_h20
2020-09-18,industry_diffusion_low_max,14946924.2603,5.82076609135e-10,40,8,0.287708695256,same_plan_h20
2020-09-21,industry_diffusion_low_max,14742077.2716,5.82076609135e-10,40,8,0.287663242531,same_plan_h20
2020-09-22,industry_diffusion_low_max,14455563.8045,5.82076609135e-10,40,8,0.29043482985,same_plan_h20
2020-09-23,industry_diffusion_low_max,14469569.7635,5.82076609135e-10,40,8,0.28830843785,same_plan_h20
2020-09-24,industry_diffusion_low_max,14161899.1748,0,40,5,0.361290493248,same_plan_h20
2020-09-25,industry_diffusion_low_max,14071504.7123,0,40,5,0.360591547284,same_plan_h20
2020-09-28,industry_diffusion_low_max,14012632.9289,0,40,5,0.362460930342,same_plan_h20
2020-09-29,industry_diffusion_low_max,14032121.1625,0,40,5,0.360282776856,same_plan_h20
2020-09-30,industry_diffusion_low_max,14145585.5881,0,40,5,0.361193385741,same_plan_h20
2020-10-09,industry_diffusion_low_max,14650964.8224,1.10594555736e-09,40,5,0.24974050619,same_plan_h20
2020-10-12,industry_diffusion_low_max,15177654.0715,1.10594555736e-09,40,5,0.250024101593,same_plan_h20
2020-10-13,industry_diffusion_low_max,15289943.2907,1.10594555736e-09,40,5,0.248766329795,same_plan_h20
2020-10-14,industry_diffusion_low_max,15496109.6327,1.10594555736e-09,40,5,0.247910029396,same_plan_h20
2020-10-15,industry_diffusion_low_max,15319630.8258,1.10594555736e-09,40,5,0.246126465407,same_plan_h20
2020-10-16,industry_diffusion_low_max,15201120.4886,5.82076609135e-11,40,7,0.213734551405,same_plan_h20
2020-10-19,industry_diffusion_low_max,15044484.7935,5.82076609135e-11,40,7,0.213209507224,same_plan_h20
2020-10-20,industry_diffusion_low_max,15171172.6359,5.82076609135e-11,40,7,0.212105236783,same_plan_h20
2020-10-21,industry_diffusion_low_max,14909911.4997,5.82076609135e-11,40,7,0.210863137503,same_plan_h20
2020-10-22,industry_diffusion_low_max,14799929.5657,5.82076609135e-11,40,7,0.211116801593,same_plan_h20
2020-10-23,industry_diffusion_low_max,14691875.9482,43777.5454421,40,10,0.157311171025,same_plan_h20
2020-10-26,industry_diffusion_low_max,14807969.342,43777.5454421,40,10,0.159070839616,same_plan_h20
2020-10-27,industry_diffusion_low_max,14558977.2764,43777.5454421,40,10,0.158748398694,same_plan_h20
2020-10-28,industry_diffusion_low_max,14702809.2189,43777.5454421,40,10,0.159115961258,same_plan_h20
2020-10-29,industry_diffusion_low_max,14837249.4857,43777.5454421,40,10,0.160405346148,same_plan_h20
2020-10-30,industry_diffusion_low_max,14520811.9564,-1.16415321827e-09,40,9,0.22604342245,same_plan_h20
2020-11-02,industry_diffusion_low_max,14757581.9515,-1.16415321827e-09,40,9,0.230325743269,same_plan_h20
2020-11-03,industry_diffusion_low_max,14798496.9858,-1.16415321827e-09,40,9,0.226973574619,same_plan_h20
2020-11-04,industry_diffusion_low_max,15029521.1441,-1.16415321827e-09,40,9,0.232363616151,same_plan_h20
2020-11-05,industry_diffusion_low_max,15672600.6809,-1.16415321827e-09,40,9,0.236955842737,same_plan_h20
2020-11-06,industry_diffusion_low_max,15566336.0765,3964957.28995,30,8,0.277730885614,same_plan_h20
2020-11-09,industry_diffusion_low_max,15670046.7344,3964957.28995,30,8,0.275184584499,same_plan_h20
2020-11-10,industry_diffusion_low_max,15460838.6167,3964957.28995,30,8,0.272436836465,same_plan_h20
2020-11-11,industry_diffusion_low_max,15135559.2491,3964957.28995,30,8,0.263066113924,same_plan_h20
2020-11-12,industry_diffusion_low_max,15255671.1906,3964957.28995,30,8,0.261191951025,same_plan_h20
2020-11-13,industry_diffusion_low_max,15263081.1108,7521748.50488,20,6,0.469772615881,same_plan_h20
2020-11-16,industry_diffusion_low_max,15363986.3407,7521748.50488,20,6,0.463827249969,same_plan_h20
2020-11-17,industry_diffusion_low_max,15573251.6472,7521748.50488,20,6,0.473570433829,same_plan_h20
2020-11-18,industry_diffusion_low_max,15672272.4957,7521748.50488,20,6,0.483905719294,same_plan_h20
2020-11-19,industry_diffusion_low_max,15678695.7497,7521748.50488,20,6,0.475410422889,same_plan_h20
2020-11-20,industry_diffusion_low_max,15930621.9644,11729568.0501,10,4,0.549115248402,same_plan_h20
2020-11-23,industry_diffusion_low_max,16143048.9222,11729568.0501,10,4,0.555531751808,same_plan_h20
2020-11-24,industry_diffusion_low_max,16169600.397,11729568.0501,10,4,0.5635007551,same_plan_h20
2020-11-25,industry_diffusion_low_max,16242487.066,11729568.0501,10,4,0.582461719656,same_plan_h20
2020-11-26,industry_diffusion_low_max,16153472.4787,11729568.0501,10,4,0.573798237015,same_plan_h20
2020-11-27,industry_diffusion_low_max,16154262.8974,16154262.8974,0,0,0,same_plan_h20
2018-07-10,winner_extension,10017088.4828,7500000,10,1,1,winner_extension
2018-07-11,winner_extension,9930202.02119,7500000,10,1,1,winner_extension
2018-07-12,winner_extension,9996447.07857,7500000,10,1,1,winner_extension
2018-07-13,winner_extension,9983813.43948,7500000,10,1,1,winner_extension
2018-07-16,winner_extension,9997329.61009,7500000,10,1,1,winner_extension
2018-07-17,winner_extension,9993486.34495,5000280.02649,20,4,0.417092405335,winner_extension
2018-07-18,winner_extension,9936260.9522,5000280.02649,20,4,0.416666113063,winner_extension
2018-07-19,winner_extension,9825634.4188,5000280.02649,20,4,0.412915736389,winner_extension
2018-07-20,winner_extension,9910529.99874,5000280.02649,20,4,0.416709548159,winner_extension
2018-07-23,winner_extension,10004123.3363,5000280.02649,20,4,0.428849541682,winner_extension
2018-07-24,winner_extension,10045878.9261,2504617.27749,30,8,0.304067492202,winner_extension
2018-07-25,winner_extension,10093026.2389,2504617.27749,30,8,0.304501065573,winner_extension
2018-07-26,winner_extension,9954075.39855,2504617.27749,30,8,0.301615197884,winner_extension
2018-07-27,winner_extension,9954587.6374,2504617.27749,30,8,0.300074316607,winner_extension
2018-07-30,winner_extension,9880768.32991,2504617.27749,30,8,0.300925470672,winner_extension
2018-07-31,winner_extension,9862856.67121,37672.4413182,40,12,0.18746718039,winner_extension
2018-08-01,winner_extension,9635133.60036,37672.4413182,40,12,0.184129981085,winner_extension
2018-08-02,winner_extension,9394633.56034,37672.4413182,40,12,0.180014575512,winner_extension
2018-08-03,winner_extension,9292371.99436,37672.4413182,40,12,0.182982691737,winner_extension
2018-08-06,winner_extension,9137441.83686,37672.4413182,40,12,0.181790884413,winner_extension
2018-08-07,winner_extension,9412629.05774,0,41,12,0.136470866089,winner_extension
2018-08-08,winner_extension,9267923.59113,0,41,12,0.137569743117,winner_extension
2018-08-09,winner_extension,9445683.35784,0,41,12,0.136579866256,winner_extension
2018-08-10,winner_extension,9495720.09002,0,41,12,0.135771737878,winner_extension
2018-08-13,winner_extension,9584929.77238,0,41,12,0.136285992742,winner_extension
2018-08-14,winner_extension,9502310.41685,2.91038304567e-10,43,11,0.19984241289,winner_extension
2018-08-15,winner_extension,9315195.23313,2.91038304567e-10,43,11,0.19917459547,winner_extension
2018-08-16,winner_extension,9212208.50974,2.91038304567e-10,43,11,0.198851729161,winner_extension
2018-08-17,winner_extension,9109406.8022,2.91038304567e-10,43,11,0.200020739335,winner_extension
2018-08-20,winner_extension,9252280.78721,2.91038304567e-10,43,11,0.200924135793,winner_extension
2018-08-21,winner_extension,9346120.65867,3.49245965481e-10,45,9,0.263822211173,winner_extension
2018-08-22,winner_extension,9267208.21237,3.49245965481e-10,45,9,0.266342315817,winner_extension
2018-08-23,winner_extension,9275269.84607,3.49245965481e-10,45,9,0.264798083819,winner_extension
2018-08-24,winner_extension,9281904.33075,3.49245965481e-10,45,9,0.264149726247,winner_extension
2018-08-27,winner_extension,9435843.01121,3.49245965481e-10,45,9,0.263158391173,winner_extension
2018-08-28,winner_extension,9408711.94287,2.32830643654e-10,49,8,0.271518677033,winner_extension
2018-08-29,winner_extension,9381302.95549,2.32830643654e-10,49,8,0.271680555688,winner_extension
2018-08-30,winner_extension,9185580.91597,2.32830643654e-10,49,8,0.271508760621,winner_extension
2018-08-31,winner_extension,9161227.51672,2.32830643654e-10,49,8,0.271636790925,winner_extension
2018-09-03,winner_extension,9144501.97044,2.32830643654e-10,49,8,0.272361692212,winner_extension
2018-09-04,winner_extension,9217494.00084,0,52,9,0.207480220259,winner_extension
2018-09-05,winner_extension,9043871.35385,0,52,9,0.206611153079,winner_extension
2018-09-06,winner_extension,8982658.1912,0,52,9,0.207148449627,winner_extension
2018-09-07,winner_extension,9008650.85036,0,52,9,0.207047482736,winner_extension
2018-09-10,winner_extension,8923401.35075,0,52,9,0.209120618606,winner_extension
2018-09-11,winner_extension,8814138.2294,-3.78349795938e-10,52,8,0.201980868624,winner_extension
2018-09-12,winner_extension,8831681.94117,-3.78349795938e-10,52,8,0.202220433858,winner_extension
2018-09-13,winner_extension,8929367.55981,-3.78349795938e-10,52,8,0.201297094583,winner_extension
2018-09-14,winner_extension,8908830.59569,-3.78349795938e-10,52,8,0.201797207461,winner_extension
2018-09-17,winner_extension,8816965.53968,-3.78349795938e-10,52,8,0.201040137011,winner_extension
2018-09-18,winner_extension,8941382.36704,-1.16415321827e-10,52,9,0.188344329167,winner_extension
2018-09-19,winner_extension,9121418.32348,-1.16415321827e-10,52,9,0.189931591633,winner_extension
2018-09-20,winner_extension,9099330.44192,-1.16415321827e-10,52,9,0.19023966681,winner_extension
2018-09-21,winner_extension,9196287.98929,-1.16415321827e-10,52,9,0.190910871647,winner_extension
2018-09-25,winner_extension,9100952.48098,-1.16415321827e-10,52,9,0.188488575519,winner_extension
2018-09-26,winner_extension,9176398.16751,17293.5723321,48,7,0.207032958889,winner_extension
2018-09-27,winner_extension,9095039.01855,17293.5723321,48,7,0.206572502024,winner_extension
2018-09-28,winner_extension,9172365.60705,17293.5723321,48,7,0.207375519024,winner_extension
2018-10-08,winner_extension,8957146.98887,17293.5723321,48,7,0.20669597781,winner_extension
2018-10-09,winner_extension,9045940.33218,17293.5723321,48,7,0.206983808005,winner_extension
2018-10-10,winner_extension,9068627.37343,-3.78349795938e-10,44,9,0.16275447473,winner_extension
2018-10-11,winner_extension,8571381.70983,-3.78349795938e-10,44,9,0.165107623775,winner_extension
2018-10-12,winner_extension,8539731.15786,-3.78349795938e-10,44,9,0.162107838267,winner_extension
2018-10-15,winner_extension,8333877.43924,-3.78349795938e-10,44,9,0.160290769065,winner_extension
2018-10-16,winner_extension,8308446.96998,-3.78349795938e-10,44,9,0.16305339358,winner_extension
2018-10-17,winner_extension,8148081.50622,-4.07453626394e-10,43,10,0.155151753042,winner_extension
2018-10-18,winner_extension,7660256.35478,-4.07453626394e-10,43,10,0.153063085212,winner_extension
2018-10-19,winner_extension,7770707.60858,-4.07453626394e-10,43,10,0.152450829112,winner_extension
2018-10-22,winner_extension,8120232.44868,-4.07453626394e-10,43,10,0.152563498355,winner_extension
2018-10-23,winner_extension,8012340.04838,-4.07453626394e-10,43,10,0.151553343811,winner_extension
2018-10-24,winner_extension,7985058.35019,0,42,11,0.109101424614,winner_extension
2018-10-25,winner_extension,7976062.57358,0,42,11,0.108809187248,winner_extension
2018-10-26,winner_extension,7985893.8368,0,42,11,0.108625495949,winner_extension
2018-10-29,winner_extension,7899965.82687,0,42,11,0.108414746787,winner_extension
2018-10-30,winner_extension,7928053.96861,0,42,11,0.108309843778,winner_extension
2018-10-31,winner_extension,8034715.25843,-2.91038304567e-10,42,10,0.134023275435,winner_extension
2018-11-01,winner_extension,8057595.78219,-2.91038304567e-10,42,10,0.133961891195,winner_extension
2018-11-02,winner_extension,8247710.0449,-2.91038304567e-10,42,10,0.134417895682,winner_extension
2018-11-05,winner_extension,8335228.06469,-2.91038304567e-10,42,10,0.134257359229,winner_extension
2018-11-06,winner_extension,8305589.67274,-2.91038304567e-10,42,10,0.134089254428,winner_extension
2018-11-07,winner_extension,8210527.75122,2.91038304567e-11,44,8,0.220942469054,winner_extension
2018-11-08,winner_extension,8142471.2281,2.91038304567e-11,44,8,0.221004036266,winner_extension
2018-11-09,winner_extension,8064732.36451,2.91038304567e-11,44,8,0.223048600008,winner_extension
2018-11-12,winner_extension,8212790.08549,2.91038304567e-11,44,8,0.224029890392,winner_extension
2018-11-13,winner_extension,8362821.86545,2.91038304567e-11,44,8,0.226395514373,winner_extension
2018-11-14,winner_extension,8267399.16004,-1.7462298274e-10,48,14,0.221393845461,winner_extension
2018-11-15,winner_extension,8477053.50784,-1.7462298274e-10,48,14,0.224945022278,winner_extension
2018-11-16,winner_extension,8664860.89059,-1.7462298274e-10,48,14,0.228227660476,winner_extension
2018-11-19,winner_extension,8847010.55892,-1.7462298274e-10,48,14,0.234056736471,winner_extension
2018-11-20,winner_extension,8545577.09689,-1.7462298274e-10,48,14,0.230467930874,winner_extension
2018-11-21,winner_extension,8599712.63763,1.45519152284e-11,54,16,0.227909367618,winner_extension
2018-11-22,winner_extension,8531425.13765,1.45519152284e-11,54,16,0.225814345128,winner_extension
2018-11-23,winner_extension,8170905.67135,1.45519152284e-11,54,16,0.225062562133,winner_extension
2018-11-26,winner_extension,8160341.24998,1.45519152284e-11,54,16,0.225220334111,winner_extension
2018-11-27,winner_extension,8173938.71445,1.45519152284e-11,54,16,0.224647530819,winner_extension
2018-11-28,winner_extension,8363137.87831,-2.91038304567e-11,63,23,0.209201640659,winner_extension
2018-11-29,winner_extension,8127277.03654,-2.91038304567e-11,63,23,0.203298519571,winner_extension
2018-11-30,winner_extension,8254938.20463,-2.91038304567e-11,63,23,0.205669139659,winner_extension
2018-12-03,winner_extension,8487539.60271,-2.91038304567e-11,63,23,0.206141181913,winner_extension
2018-12-04,winner_extension,8553015.03575,-2.91038304567e-11,63,23,0.207047321199,winner_extension
2018-12-05,winner_extension,8431662.99341,-5.09317032993e-11,70,24,0.199079392159,winner_extension
2018-12-06,winner_extension,8231761.93771,-5.09317032993e-11,70,24,0.198072465435,winner_extension
2018-12-07,winner_extension,8267907.02465,-5.09317032993e-11,70,24,0.196980503227,winner_extension
2018-12-10,winner_extension,8186914.89686,-5.09317032993e-11,70,24,0.19575926386,winner_extension
2018-12-11,winner_extension,8233560.85911,-5.09317032993e-11,70,24,0.194268635881,winner_extension
2018-12-12,winner_extension,8238622.82243,2.03726813197e-10,71,24,0.187773204513,winner_extension
2018-12-13,winner_extension,8330186.79799,2.03726813197e-10,71,24,0.187132654834,winner_extension
2018-12-14,winner_extension,8117396.89325,2.03726813197e-10,71,24,0.1850664303,winner_extension
2018-12-17,winner_extension,8156925.3023,2.03726813197e-10,71,24,0.186026144959,winner_extension
2018-12-18,winner_extension,8057062.33158,2.03726813197e-10,71,24,0.184320489779,winner_extension
2018-12-19,winner_extension,7974670.00954,2.61934474111e-10,67,21,0.22681680642,winner_extension
2018-12-20,winner_extension,8011272.41144,2.61934474111e-10,67,21,0.227693677857,winner_extension
2018-12-21,winner_extension,7927738.44871,2.61934474111e-10,67,21,0.227741212573,winner_extension
2018-12-24,winner_extension,7946728.64927,2.61934474111e-10,67,21,0.224732286391,winner_extension
2018-12-25,winner_extension,7837541.77057,2.61934474111e-10,67,21,0.221975329767,winner_extension
2018-12-26,winner_extension,7775915.83772,-1.7462298274e-10,65,20,0.147797769464,winner_extension
2018-12-27,winner_extension,7703973.68614,-1.7462298274e-10,65,20,0.148097857103,winner_extension
2018-12-28,winner_extension,7744432.8624,-1.7462298274e-10,65,20,0.148472174252,winner_extension
2019-01-02,winner_extension,7690843.99934,-1.7462298274e-10,65,20,0.148899581638,winner_extension
2019-01-03,winner_extension,7603962.71428,-1.7462298274e-10,65,20,0.14711241024,winner_extension
2019-01-04,winner_extension,7759232.13344,3.49245965481e-10,59,18,0.140998526631,winner_extension
2019-01-07,winner_extension,7857353.37441,3.49245965481e-10,59,18,0.14119156034,winner_extension
2019-01-08,winner_extension,7800251.48786,3.49245965481e-10,59,18,0.141080883195,winner_extension
2019-01-09,winner_extension,7830388.22997,3.49245965481e-10,59,18,0.141811847801,winner_extension
2019-01-10,winner_extension,7851589.27587,3.49245965481e-10,59,18,0.141999349154,winner_extension
2019-01-11,winner_extension,7924846.23172,4.94765117764e-10,57,16,0.132716746927,winner_extension
2019-01-14,winner_extension,7877132.05847,4.94765117764e-10,57,16,0.132494908987,winner_extension
2019-01-15,winner_extension,8096207.70881,4.94765117764e-10,57,16,0.135078891863,winner_extension
2019-01-16,winner_extension,8011422.17558,4.94765117764e-10,57,16,0.134180885421,winner_extension
2019-01-17,winner_extension,7965282.56717,4.94765117764e-10,57,16,0.133921271873,winner_extension
2019-01-18,winner_extension,8013464.70514,-2.91038304567e-10,60,15,0.125337677659,winner_extension
2019-01-21,winner_extension,8073019.7368,-2.91038304567e-10,60,15,0.125132193335,winner_extension
2019-01-22,winner_extension,8030512.18994,-2.91038304567e-10,60,15,0.125593407384,winner_extension
2019-01-23,winner_extension,8100496.24913,-2.91038304567e-10,60,15,0.125895438075,winner_extension
2019-01-24,winner_extension,8162434.63033,-2.91038304567e-10,60,15,0.126347811847,winner_extension
2019-01-25,winner_extension,8154666.56725,7.27595761418e-11,61,15,0.114248522962,winner_extension
2019-01-28,winner_extension,8188109.62968,7.27595761418e-11,61,15,0.115230126759,winner_extension
2019-01-29,winner_extension,8097582.28032,7.27595761418e-11,61,15,0.11566871091,winner_extension
2019-01-30,winner_extension,8016252.19099,7.27595761418e-11,61,15,0.115397608679,winner_extension
2019-01-31,winner_extension,7980722.6403,7.27595761418e-11,61,15,0.115598290205,winner_extension
2019-02-01,winner_extension,8106547.53175,1.16415321827e-10,61,14,0.132024523283,winner_extension
2019-02-11,winner_extension,8387090.44625,1.16415321827e-10,61,14,0.134317563843,winner_extension
2019-02-12,winner_extension,8449443.70161,1.16415321827e-10,61,14,0.134351904736,winner_extension
2019-02-13,winner_extension,8571883.848,1.16415321827e-10,61,14,0.133481146893,winner_extension
2019-02-14,winner_extension,8610776.13963,1.16415321827e-10,61,14,0.134443474207,winner_extension
2019-02-15,winner_extension,8601693.3224,-1.89174897969e-10,65,17,0.140221299482,winner_extension
2019-02-18,winner_extension,8994501.01894,-1.89174897969e-10,65,17,0.141465558171,winner_extension
2019-02-19,winner_extension,8980169.94107,-1.89174897969e-10,65,17,0.141530121891,winner_extension
2019-02-20,winner_extension,9091938.40524,-1.89174897969e-10,65,17,0.143556386893,winner_extension
2019-02-21,winner_extension,9139859.17172,-1.89174897969e-10,65,17,0.144730963099,winner_extension
2019-02-22,winner_extension,9359001.27667,-7.27595761418e-11,69,20,0.110597363244,winner_extension
2019-02-25,winner_extension,9770124.22819,-7.27595761418e-11,69,20,0.107881556695,winner_extension
2019-02-26,winner_extension,9882495.13075,-7.27595761418e-11,69,20,0.113002512821,winner_extension
2019-02-27,winner_extension,9707174.63292,-7.27595761418e-11,69,20,0.108807966376,winner_extension
2019-02-28,winner_extension,9695593.24674,-7.27595761418e-11,69,20,0.107914463786,winner_extension
2019-03-01,winner_extension,9904439.37716,1.45519152284e-10,71,22,0.099820328691,winner_extension
2019-03-04,winner_extension,10262731.8871,1.45519152284e-10,71,22,0.105194447675,winner_extension
2019-03-05,winner_extension,10492778.5534,1.45519152284e-10,71,22,0.106684030047,winner_extension
2019-03-06,winner_extension,10677791.8992,1.45519152284e-10,71,22,0.105680595967,winner_extension
2019-03-07,winner_extension,10739368.0957,1.45519152284e-10,71,22,0.107315593688,winner_extension
2019-03-08,winner_extension,10366501.7137,1.45519152284e-10,78,24,0.0795579594648,winner_extension
2019-03-11,winner_extension,10756926.2274,1.45519152284e-10,78,24,0.0795676430706,winner_extension
2019-03-12,winner_extension,11018319.0835,1.45519152284e-10,78,24,0.0827052409229,winner_extension
2019-03-13,winner_extension,10731583.7581,1.45519152284e-10,78,24,0.0796325742233,winner_extension
2019-03-14,winner_extension,10418737.0226,1.45519152284e-10,78,24,0.0773138356781,winner_extension
2019-03-15,winner_extension,10668296.8152,2.91038304567e-11,80,27,0.0770409915263,winner_extension
2019-03-18,winner_extension,11017329.8491,2.91038304567e-11,80,27,0.077056343386,winner_extension
2019-03-19,winner_extension,10982016.7892,2.91038304567e-11,80,27,0.0777093848497,winner_extension
2019-03-20,winner_extension,10961485.9977,2.91038304567e-11,80,27,0.0762240376564,winner_extension
2019-03-21,winner_extension,11061022.9787,2.91038304567e-11,80,27,0.0764052446246,winner_extension
2019-03-22,winner_extension,11145594.2854,-4.65661287308e-10,80,28,0.0727163666463,winner_extension
2019-03-25,winner_extension,10999417.4852,-4.65661287308e-10,80,28,0.0727957332652,winner_extension
2019-03-26,winner_extension,10790268.3184,-4.65661287308e-10,80,28,0.0728519658649,winner_extension
2019-03-27,winner_extension,10933447.3314,-4.65661287308e-10,80,28,0.0732182192769,winner_extension
2019-03-28,winner_extension,10842903.5965,-4.65661287308e-10,80,28,0.0726884434388,winner_extension
2019-03-29,winner_extension,11212868.703,1.60071067512e-10,79,27,0.0748755421911,winner_extension
2019-04-01,winner_extension,11501838.9351,1.60071067512e-10,79,27,0.0748245587445,winner_extension
2019-04-02,winner_extension,11440571.2376,1.60071067512e-10,79,27,0.0749663914073,winner_extension
2019-04-03,winner_extension,11545223.2685,1.60071067512e-10,79,27,0.0751469509481,winner_extension
2019-04-04,winner_extension,11643539.9037,1.60071067512e-10,79,27,0.0753371813267,winner_extension
2019-04-08,winner_extension,11638579.0169,-5.82076609135e-11,79,26,0.0729441771738,winner_extension
2019-04-09,winner_extension,11772404.5777,-5.82076609135e-11,79,26,0.0733367396144,winner_extension
2019-04-10,winner_extension,11902072.1997,-5.82076609135e-11,79,26,0.0728527021055,winner_extension
2019-04-11,winner_extension,11688155.1656,-5.82076609135e-11,79,26,0.0727850975893,winner_extension
2019-04-12,winner_extension,11638324.0264,-5.82076609135e-11,79,26,0.0728418641506,winner_extension
2019-04-15,winner_extension,11544482.1779,-4.65661287308e-10,77,24,0.0727695026723,winner_extension
2019-04-16,winner_extension,11709700.8199,-4.65661287308e-10,77,24,0.0720733054473,winner_extension
2019-04-17,winner_extension,11724436.6661,-4.65661287308e-10,77,24,0.0716633572981,winner_extension
2019-04-18,winner_extension,11663268.0089,-4.65661287308e-10,77,24,0.0714685469266,winner_extension
2019-04-19,winner_extension,11771450.2571,-4.65661287308e-10,77,24,0.0716886033857,winner_extension
2019-04-22,winner_extension,11562192.2451,1.16415321827e-10,76,28,0.0620513707736,winner_extension
2019-04-23,winner_extension,11399036.8527,1.16415321827e-10,76,28,0.0623927783382,winner_extension
2019-04-24,winner_extension,11473278.3481,1.16415321827e-10,76,28,0.0623307734831,winner_extension
2019-04-25,winner_extension,11107295.2902,1.16415321827e-10,76,28,0.062438565195,winner_extension
2019-04-26,winner_extension,10925657.5205,1.16415321827e-10,76,28,0.0625494967939,winner_extension
2019-04-29,winner_extension,10723947.5287,-2.03726813197e-10,71,28,0.0512155454598,winner_extension
2019-04-30,winner_extension,10848874.5513,-2.03726813197e-10,71,28,0.0511879668493,winner_extension
2019-05-06,winner_extension,10140847.246,-2.03726813197e-10,71,28,0.0510069012003,winner_extension
2019-05-07,winner_extension,10368749.9295,134057.96086,70,28,0.0517824339298,winner_extension
2019-05-08,winner_extension,10383083.1902,134057.96086,70,28,0.0515452356085,winner_extension
2019-05-09,winner_extension,10169779.2959,127147.493079,60,27,0.0650425958693,winner_extension
2019-05-10,winner_extension,10457895.2391,127147.493079,60,27,0.0651524738408,winner_extension
2019-05-13,winner_extension,10425380.4874,127147.493079,60,27,0.0648226656357,winner_extension
2019-05-14,winner_extension,10373678.9057,127147.493079,60,27,0.0651607180319,winner_extension
2019-05-15,winner_extension,10649122.3221,127147.493079,60,27,0.0655589410201,winner_extension
2019-05-16,winner_extension,10730179.0115,1.7462298274e-10,54,23,0.105348457049,winner_extension
2019-05-17,winner_extension,10446161.9497,1.7462298274e-10,54,23,0.105249274406,winner_extension
2019-05-20,winner_extension,10347323.6332,1.7462298274e-10,54,23,0.104652381862,winner_extension
2019-05-21,winner_extension,10548683.6803,1.7462298274e-10,54,23,0.105018453531,winner_extension
2019-05-22,winner_extension,10484253.2865,1.7462298274e-10,54,23,0.10492266341,winner_extension
2019-05-23,winner_extension,10251798.8236,-3.20142135024e-10,48,15,0.166785147696,winner_extension
2019-05-24,winner_extension,10139600.1411,-3.20142135024e-10,48,15,0.165872968909,winner_extension
2019-05-27,winner_extension,10339865.9916,-3.20142135024e-10,48,15,0.165025840845,winner_extension
2019-05-28,winner_extension,10617527.3029,-3.20142135024e-10,48,15,0.166587168042,winner_extension
2019-05-29,winner_extension,10709110.5685,-3.20142135024e-10,48,15,0.166698383303,winner_extension
2019-05-30,winner_extension,10786109.7474,8.73114913702e-11,43,10,0.19368030375,winner_extension
2019-05-31,winner_extension,10768778.7546,320953.848787,42,10,0.201647606042,winner_extension
2019-06-03,winner_extension,10667514.2623,320953.848787,42,10,0.202892087901,winner_extension
2019-06-04,winner_extension,10462118.8067,776926.167501,40,10,0.205459482591,winner_extension
2019-06-05,winner_extension,10455811.1912,776926.167501,40,10,0.206733941963,winner_extension
2019-06-06,winner_extension,10263326.6541,-2.91038304567e-11,48,12,0.180193752902,winner_extension
2019-06-10,winner_extension,10388690.4878,-2.91038304567e-11,48,12,0.180347936379,winner_extension
2019-06-11,winner_extension,10788365.1304,-2.91038304567e-11,48,12,0.177130403055,winner_extension
2019-06-12,winner_extension,10728840.1199,-2.91038304567e-11,48,12,0.175804261737,winner_extension
2019-06-13,winner_extension,10861371.1824,-2.91038304567e-11,48,12,0.174939913628,winner_extension
2019-06-14,winner_extension,10676485.9665,-4.36557456851e-11,52,10,0.17906484544,winner_extension
2019-06-17,winner_extension,10616620.572,-4.36557456851e-11,52,10,0.179835372733,winner_extension
2019-06-18,winner_extension,10622914.8498,-4.36557456851e-11,52,10,0.180776506285,winner_extension
2019-06-19,winner_extension,10646612.1157,-4.36557456851e-11,52,10,0.180826762968,winner_extension
2019-06-20,winner_extension,10816863.9774,-4.36557456851e-11,52,10,0.18215402954,winner_extension
2019-06-21,winner_extension,10861798.9543,-2.91038304567e-11,59,10,0.184298023442,winner_extension
2019-06-24,winner_extension,10990058.8817,-2.91038304567e-11,59,10,0.18440963673,winner_extension
2019-06-25,winner_extension,10869174.2287,-2.91038304567e-11,59,10,0.186755397878,winner_extension
2019-06-26,winner_extension,10884402.8237,-2.91038304567e-11,59,10,0.188784262567,winner_extension
2019-06-27,winner_extension,10973262.9678,-2.91038304567e-11,59,10,0.189292919447,winner_extension
2019-06-28,winner_extension,10934155.9435,-2.91038304567e-11,66,15,0.173456386446,winner_extension
2019-07-01,winner_extension,11278031.3718,-2.91038304567e-11,66,15,0.175535223049,winner_extension
2019-07-02,winner_extension,11199760.0973,-2.91038304567e-11,66,15,0.174785706629,winner_extension
2019-07-03,winner_extension,11011661.6141,-2.91038304567e-11,66,15,0.174458756175,winner_extension
2019-07-04,winner_extension,10785974.4739,-2.91038304567e-11,66,15,0.172989323274,winner_extension
2019-07-05,winner_extension,10886917.1995,-2.32830643654e-10,68,17,0.142889001787,winner_extension
2019-07-08,winner_extension,10535664.6639,-2.32830643654e-10,68,17,0.142687349072,winner_extension
2019-07-09,winner_extension,10609561.3025,-2.32830643654e-10,68,17,0.142963719202,winner_extension
2019-07-10,winner_extension,10485227.2539,-2.32830643654e-10,68,17,0.143132264713,winner_extension
2019-07-11,winner_extension,10483807.0884,-2.32830643654e-10,68,17,0.142601346341,winner_extension
2019-07-12,winner_extension,10523481.6557,2.91038304567e-10,66,18,0.118096689723,winner_extension
2019-07-15,winner_extension,10537078.9675,2.91038304567e-10,66,18,0.116635526254,winner_extension
