section,representation,context,period,horizon,quintile,count,dates,securities,industries,mean_net_return,median_net_return,positive_return_fraction,mean_industry_relative,median_industry_relative,mean_broad_relative,severe_loss_fraction,mean_mae_h20,control,tercile,q5_count,q1_count,q5_mean_industry_relative,q1_mean_industry_relative,q5_minus_q1_industry_relative
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,3,5,24776,95,3555,118,-0.00476625504985,-0.00683949748935,0.420931546658,-0.000557565116922,-0.00225694605115,-0.00095931836402,0.0197772037456,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,3,Q5-Q1,24696,95,,,-0.00112939467951,0.00125674786107,-0.00998844038438,-0.00117073223553,0.00110695969653,-0.00114609379406,-0.0115234117387,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,5,1,24674,95,3459,118,-0.00449339260744,-0.0108174691664,0.427089243738,0.000873148914904,-0.00490551020289,0.000391045482378,0.0712085596174,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,5,2,24714,95,3805,116,-0.00523765823584,-0.00922716746784,0.425710123816,0.000224533168186,-0.00314093100203,-0.000364396257929,0.0451970543012,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,5,3,24724,95,3832,118,-0.00528221566019,-0.00784028030175,0.423394272771,-7.85055502493e-05,-0.00227222207726,-0.000411871150573,0.0372512538424,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,5,4,24725,95,3822,117,-0.00572248308084,-0.00779357315903,0.422527805865,-0.000132839720351,-0.00205657857339,-0.000852270664289,0.0366835187058,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,5,5,24758,95,3555,118,-0.00629736477417,-0.00865715875042,0.422287745375,-0.000875042474079,-0.00312277294163,-0.00143632739028,0.0478229259229,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,5,Q5-Q1,24674,95,,,-0.00180397216674,0.00216031041596,-0.00480149836312,-0.00174819138898,0.00178273726126,-0.00182737287265,-0.0233856336945,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,10,1,24144,94,3430,118,-0.00507490372375,-0.0165041847321,0.421678263751,0.00129974819825,-0.00729572668021,0.00116927231717,0.139910536779,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,10,2,24172,94,3775,116,-0.00636470457834,-0.013299357408,0.424416680457,0.00028264556464,-0.00501016184657,-0.000121122393582,0.103839152739,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,10,3,24184,94,3811,118,-0.00696958857147,-0.0114567904883,0.426438967913,4.42197565646e-05,-0.00354642575071,-0.000724348852627,0.0898941448892,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,10,4,24191,94,3795,117,-0.00661871151539,-0.0109719144388,0.426646273407,0.00019813052907,-0.00296362848529,-0.000365799621214,0.0847009218304,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,10,5,24225,94,3526,118,-0.00845108667279,-0.0133529932616,0.416140350877,-0.0017886363596,-0.00485595149263,-0.00222555292761,0.103405572755,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,10,Q5-Q1,24144,94,,,-0.00337618294905,0.00315119147047,-0.00553791287364,-0.00308838455785,0.00243977518758,-0.00339482524477,-0.0365049640239,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,20,1,23474,92,3388,118,-0.00790946824454,-0.0255921891157,0.416247763483,0.00204800694626,-0.0121254878973,0.00260300406618,0.242694044475,-0.107393986982,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,20,2,23503,92,3746,116,-0.00908046972769,-0.0206383889602,0.419776198783,0.00067262280339,-0.0079617782419,0.00138933372459,0.195847338638,-0.0941433753995,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,20,3,23504,92,3785,118,-0.00910346194108,-0.0192862054822,0.415716473792,0.0012005562971,-0.00512327428665,0.0013857623135,0.173672566372,-0.0884677320672,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,20,4,23525,92,3760,117,-0.0105544877232,-0.0183575157378,0.41572794899,-0.000310445475899,-0.00557323257645,-4.14652919203e-05,0.164208289054,-0.086824479996,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,20,5,23537,92,3479,118,-0.0143426354986,-0.0237034661759,0.397841696053,-0.00369106246847,-0.00917125273574,-0.00392151966491,0.192292985512,-0.0931504227341,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,late_2022_2023,20,Q5-Q1,23474,92,,,-0.00643316725407,0.00188872293983,-0.01840606743,-0.00573906941472,0.00295423516151,-0.0065245237311,-0.0504010589626,0.0142435642475,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,1,1,2044,20,734,77,0.00447438143006,0.00370223410444,0.57240704501,0.0011000328475,-0.000217034609863,0.00128440566932,0.000489236790607,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,1,2,2050,21,873,77,0.00346360435214,0.00271511695207,0.561951219512,-9.02221554356e-05,-0.000565863815091,0.000269709670257,0.000975609756098,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,1,3,2055,20,894,77,0.00433696135952,0.00313505368512,0.583941605839,0.000864872109463,-1.97301623099e-05,0.00114657397725,0,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,1,4,2050,21,873,78,0.00300893850739,0.00184883185103,0.547317073171,-0.000413915138502,-0.00126502852158,-0.000184956174497,0.00146341463415,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,1,5,2060,21,748,79,0.00235356675797,0.00158101371265,0.538349514563,-0.0015250601628,-0.00250866678228,-0.000829807751726,0.00339805825243,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,1,Q5-Q1,2044,20,,,-0.00212081467209,-0.00212122039179,-0.0340575304467,-0.0026250930103,-0.00229163217242,-0.00211421342104,0.00290882146182,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,3,1,2044,20,734,77,-0.00883075959094,-0.0113008071342,0.398238747554,-7.23991661359e-05,-0.00188604785779,-7.11066044255e-05,0.0396281800391,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,3,2,2050,21,873,77,-0.00859200231904,-0.00987696452095,0.412195121951,-0.000435620133151,-0.000977298462486,0.000168298025553,0.0356097560976,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,3,3,2055,20,894,77,-0.0056284843274,-0.00625567047723,0.427737226277,0.00165642743755,0.000889001086344,0.00313829596066,0.0287104622871,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,3,4,2050,21,873,78,-0.00788231678652,-0.00680230592619,0.421951219512,-1.94855645023e-05,0.000282738145751,0.000877983558073,0.0356097560976,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,3,5,2060,21,748,79,-0.0107197600309,-0.00903471464477,0.391747572816,-0.00158323947052,-0.00251275861449,-0.0019492262152,0.0417475728155,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,3,Q5-Q1,2044,20,,,-0.00188900043998,0.00226609248939,-0.00649117473828,-0.00151084030439,-0.000626710756693,-0.00187811961078,0.0021193927764,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,5,1,2044,20,734,77,-0.00894149135624,-0.0113951564994,0.44373776908,0.00113411998812,-0.00171087712502,0.000594834875591,0.102739726027,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,5,2,2050,21,873,77,-0.00830150823573,-0.00983850071684,0.454146341463,-0.000160624312342,-0.00202636814877,0.0012523748223,0.0912195121951,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,5,3,2055,20,894,77,-0.00561112732558,-0.00399201596806,0.474452554745,0.0020646142697,-6.25428002877e-05,0.0039121678119,0.0749391727494,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,5,4,2050,21,873,78,-0.0101210917707,-0.00729237158774,0.456585365854,-0.000467133206836,-0.000628707285155,-0.000567208712639,0.0824390243902,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,5,5,2060,21,748,79,-0.012789125802,-0.00829624077767,0.440776699029,-0.0028392025283,-0.00345506084493,-0.0032551478599,0.0888349514563,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,5,Q5-Q1,2044,20,,,-0.00384763444575,0.00309891572169,-0.00296107005111,-0.00397332251642,-0.00174418371991,-0.00384998273549,-0.0139047745711,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,10,1,2043,20,734,77,-0.0144336772345,-0.0173740810126,0.399412628488,-6.43837984195e-05,-0.00343174960085,-0.000823082785444,0.131179637788,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,10,2,2050,21,873,77,-0.0113383004722,-0.0175198335111,0.410731707317,-2.62119589068e-05,-0.00199232891082,0.00229261617182,0.117073170732,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,10,3,2053,20,894,77,-0.00852018215002,-0.0112697361019,0.412079883098,0.00123304467613,-0.000765157242194,0.00516724613601,0.0828056502679,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,10,4,2049,21,873,78,-0.0128542517513,-0.0127674167084,0.408979990239,0.000723089444969,0.00036090791214,0.000783887337677,0.0956564177648,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,10,5,2060,21,748,79,-0.0169099568485,-0.0152411095958,0.386893203883,-0.00253538108998,-0.000460650927904,-0.00322658004093,0.109708737864,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,10,Q5-Q1,2043,20,,,-0.00247627961397,0.00213297141679,-0.012519424604,-0.00247099729157,0.00297109867294,-0.00240349725549,-0.0214708999235,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,20,1,2042,20,734,77,-0.0277542921077,-0.0329552755625,0.357982370225,-0.00020938824107,-0.00560240499705,-0.00225269168592,0.236043095005,-0.111940026154,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,20,2,2049,21,872,77,-0.0239518210444,-0.0318172905391,0.355295265983,0.000757145002599,-0.00250352968587,0.00168055707019,0.207418252806,-0.102996850834,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,20,3,2051,20,893,77,-0.0204619218584,-0.0239121756487,0.375914188201,0.000725600561489,-0.00235784899451,0.0051536331629,0.184300341297,-0.0945668187693,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,20,4,2046,21,870,78,-0.0245828313793,-0.0238163813248,0.367057673509,0.00123572926875,-4.13235853407e-05,0.000989877924791,0.182306940371,-0.0952993541173,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,20,5,2057,21,748,79,-0.0297577906284,-0.0313583695229,0.357316480311,-0.00325431966538,-0.00094269849546,-0.00412399519789,0.210500729217,-0.104141661111,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2018,20,Q5-Q1,2042,20,,,-0.00200349852066,0.0015969060396,-0.000665889914137,-0.00304493142431,0.00465970650159,-0.00187130351197,-0.0255423657876,0.00779836504237,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,1,1,6346,44,1701,107,-0.00821267382184,-0.00829560351648,0.380397100536,-0.000805910608994,-0.0020170037671,-0.00114510871229,0.00677592184053,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,1,2,6361,44,2003,110,-0.00719786596381,-0.00678979120411,0.382015406383,-8.12231547135e-05,-0.00116001251069,-0.000131149931534,0.00377299166798,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,1,3,6372,45,2089,110,-0.00665642489596,-0.00617027355532,0.378531073446,4.73720442817e-05,-0.000816504179916,0.000393453282254,0.00313873195229,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,1,4,6362,44,2022,109,-0.0066018364756,-0.00632686579508,0.369223514618,0.000479460670966,-0.000550782006757,0.000467449219496,0.00188619930839,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,1,5,6385,45,1801,110,-0.0067966585096,-0.00658353717543,0.366797180893,0.000645724215509,-0.000660682884502,0.000265240102816,0.00642129992169,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,1,Q5-Q1,6346,44,,,0.00141601531223,0.00171206634105,-0.0135999196431,0.0014516348245,0.0013563208826,0.0014103488151,-0.000354621918838,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,3,1,6345,44,1701,107,0.000185909881046,0.000187873653173,0.501497241923,-0.000137078728714,-0.00322823694136,-0.000328659118363,0.063987391647,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,3,2,6358,44,2001,110,0.000869926189327,0.00148686176827,0.515099087763,0.000710409820194,-0.00203051047428,0.000377121019331,0.0523749606795,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,3,3,6371,45,2089,110,0.000184888995826,0.000542163018425,0.507141735991,-8.75563275928e-05,-0.00221351500208,-0.000320927880398,0.0456757180976,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,3,4,6362,44,2022,109,0.000186662810897,0.000434686183189,0.50440113172,0.000145188721888,-0.00228750897338,-0.000308825103057,0.0441685004715,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,3,5,6383,45,1799,110,-0.000521381468351,0.000104374095522,0.501018329939,-0.000771379089227,-0.00292838959024,-0.0010348558239,0.0477831740561,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,3,Q5-Q1,6345,44,,,-0.000707291349397,-8.34995576509e-05,-0.000478911983874,-0.000634300360513,0.000299847351118,-0.000706196705541,-0.0162042175909,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,5,1,6343,44,1701,107,0.00480382244742,0.00144075485393,0.511587576856,9.38789148507e-05,-0.00483597373846,0.000291150394606,0.0729938514898,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,5,2,6357,44,2001,110,0.00498579797529,0.00267632719953,0.522101620261,0.000871965640643,-0.00291029750864,0.000521355426363,0.0550574170206,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,5,3,6365,45,2088,110,0.004947799481,0.00212382253038,0.521602513747,0.000425742037105,-0.00327291321779,0.000452293228137,0.0494893951296,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,5,4,6355,44,2020,109,0.00399299405543,0.00130589884062,0.513453973249,-0.000182534531218,-0.00386600935144,-0.000509466045332,0.0424862313139,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,5,5,6377,45,1797,110,0.00288818294064,0.00115383469571,0.508546338404,-0.00153435105947,-0.00468408272734,-0.00164667987335,0.0537870472009,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,5,Q5-Q1,6343,44,,,-0.00191563950678,-0.000286920158223,-0.00304123845274,-0.00162822997432,0.000151891011122,-0.00193783026796,-0.019206804289,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,10,1,6340,44,1700,107,-0.00169529705512,-0.0139812327633,0.438170347003,-0.0011533130925,-0.00845878483835,-0.0015384557093,0.127602523659,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,10,2,6343,44,1995,110,0.000796197282388,-0.00778601789465,0.455462714804,0.000910396563755,-0.0050051987773,0.000959829707478,0.0882862998581,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,10,3,6358,45,2087,110,-0.000541828808498,-0.00884087123992,0.449984271784,0.000182813928847,-0.00410182688852,-0.000446079907788,0.0808430324001,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,10,4,6344,44,2013,109,-0.000144815279881,-0.00647753934811,0.457124842371,0.00095519505601,-0.00289226304815,-6.39792815161e-05,0.0750315258512,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,10,5,6360,45,1794,110,-0.0024107033845,-0.00643607103659,0.457232704403,-0.0014822848093,-0.00412963367863,-0.00237944193383,0.0949685534591,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,10,Q5-Q1,6340,44,,,-0.000715406329384,0.00754516172676,0.0190623573994,-0.000328971716801,0.00432915115972,-0.000840986224527,-0.0326339702002,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,20,1,6330,44,1693,107,-0.00205183362738,-0.0233132409007,0.421642969984,-0.00299411551053,-0.0142881473244,-0.00284927066811,0.224802527646,-0.100638233474,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,20,2,6318,44,1989,110,0.00224032372011,-0.0156839227366,0.439537828427,0.000960420921897,-0.00779017693961,0.00143371541406,0.185976574865,-0.0883176284619,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,20,3,6332,45,2072,110,0.00135786575699,-0.0142845441653,0.441724573594,0.000546176901774,-0.0067177198001,0.000534190862448,0.174668351232,-0.083152798083,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,20,4,6328,44,2007,109,0.00250500043228,-0.0113948969727,0.451011378003,0.00241003538852,-0.00445965323404,0.00162542950333,0.153445006321,-0.0795323467759,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,20,5,6331,45,1786,110,-0.00409541197536,-0.0160648400169,0.438161427894,-0.00175348881401,-0.0051983141325,-0.00504021579179,0.184646975201,-0.0876096330101,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2019,20,Q5-Q1,6330,44,,,-0.00204357834797,0.00724840088373,0.0165184579103,0.00124062669653,0.00908983319189,-0.00219094512368,-0.0401555524447,0.0130286004639,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,1,1,9106,46,2102,109,-0.00566581604415,-0.00551457604249,0.425323962223,-0.000321989564894,-0.00230428453269,-0.000354558973489,0.0128486712058,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,1,2,9123,48,2439,109,-0.00541467091559,-0.00527387952538,0.40469143922,5.08488172193e-05,-0.00138650015949,-0.000108139715717,0.00602871862326,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,1,3,9128,48,2518,108,-0.00508979422448,-0.00399201596806,0.407427695004,0.000382677246781,-0.000929080515082,0.000214317423278,0.00427256792287,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,1,4,9121,48,2473,109,-0.00563062741379,-0.00496278398369,0.391075539963,0.000129788330145,-0.00128893641965,-0.000319620263951,0.00460475825019,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,1,5,9140,48,2189,109,-0.00558748877229,-0.00488329988624,0.398905908096,-0.000270823909186,-0.00157464179025,-0.00027707190599,0.00711159737418,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,1,Q5-Q1,9106,46,,,7.83272718594e-05,0.000631276156244,-0.0264180541264,5.11656557082e-05,0.000729642742437,7.74870674992e-05,-0.00573707383162,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,3,1,9104,46,2101,109,0.00524673816314,0.000544572670924,0.50494288225,0.00193435155604,-0.00337539318273,0.0022398248821,0.0261423550088,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,3,2,9122,48,2439,109,0.00329252418593,1.06970829599e-05,0.500109625082,0.000338497007442,-0.00299869037523,0.000279748849015,0.0147993860995,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,3,3,9124,48,2515,108,0.00308398551928,0.000700233163273,0.506247259974,0.000586289583937,-0.00237747685461,6.53608829754e-05,0.0104120999562,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,3,4,9117,48,2472,109,0.00146851325166,-0.000413544169147,0.495228693649,-0.000846935910228,-0.00332012790986,-0.00153678497161,0.0130525392125,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,3,5,9137,48,2188,109,0.000888288736661,-0.00175379577923,0.481996278866,-0.00224889735641,-0.00451205527792,-0.00209235090682,0.0259384918463,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,3,Q5-Q1,9104,46,,,-0.00435844942648,-0.00229836845015,-0.0229466033834,-0.00418324891245,-0.0011366620952,-0.00433217578892,-0.000203863162448,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,5,1,9102,46,2099,109,0.00352047422346,-0.000868100893738,0.493408042189,0.00125978753238,-0.00556585598798,0.00115012940623,0.0794330916282,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,5,2,9122,48,2439,109,0.00255547245469,-0.000996127762494,0.49309361982,0.000676592778656,-0.00464320552327,0.000179409869556,0.0594167945626,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,5,3,9121,48,2515,108,0.00256527657634,8.16363183653e-05,0.500493366955,0.00120550006243,-0.00304324473947,0.000175518316266,0.0486788729306,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,5,4,9114,48,2470,109,0.00031825915002,-0.00255477500986,0.478384902348,-0.000913697242255,-0.00474321259906,-0.0020229370981,0.0475093263112,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,5,5,9134,48,2188,109,-0.000159570974162,-0.00188433954913,0.481826144077,-0.00245881281718,-0.00610790015375,-0.00248398408734,0.0673308517626,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,5,Q5-Q1,9102,46,,,-0.00368004519762,-0.00101623865539,-0.0115818981115,-0.00371860034957,-0.000542044165766,-0.00363411349357,-0.0121022398656,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,10,1,9096,46,2096,109,-0.0025823967008,-0.0163013017833,0.427660510114,9.67129871473e-05,-0.0105497917305,-0.00173508020796,0.161499560246,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,10,2,9112,48,2436,109,-0.00220489416134,-0.0123560015348,0.431848112379,0.000108954884737,-0.00767451206175,-0.00135500284951,0.123573309921,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,10,3,9110,48,2513,108,-0.000373520611535,-0.00732965817427,0.450823271131,0.00227577786888,-0.00380852036634,0.000485025158525,0.098682766191,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,10,4,9105,48,2468,109,-0.00432999028573,-0.0107369910292,0.427457440967,-0.000787279528409,-0.00636690301343,-0.00343148026903,0.105326743548,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,10,5,9124,48,2187,109,-0.00381258516329,-0.0108492341067,0.440815431828,-0.00171180362764,-0.00679992276665,-0.00292828467824,0.132726874178,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,10,Q5-Q1,9096,46,,,-0.00123018846249,0.00545206767658,0.0131549217138,-0.00180851661479,0.00374986896385,-0.00119320447028,-0.0287726860683,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,20,1,9083,46,2091,109,0.00531565214802,-0.0223463237648,0.434548056809,-0.000700982871404,-0.0179600668012,-0.00324469268586,0.247165033579,-0.104519527994,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,20,2,9100,48,2432,109,0.00721228590196,-0.0152835448493,0.447802197802,0.00184985088868,-0.0114201709333,-0.00138869534021,0.188131868132,-0.0908370642919,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,20,3,9091,48,2507,108,0.00808519277245,-0.0126030360029,0.449345506545,0.00289868175335,-0.00871779468213,-0.000426811753656,0.157738422616,-0.0827741975401,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,20,4,9085,48,2461,109,0.00350786236227,-0.0141900499343,0.439845899835,-0.000676232065388,-0.00984356498252,-0.00499559185784,0.165217391304,-0.0834265702324,,,,,,,
